city,state_abbr,state,county,metro,lat,lng,building_count,city_description,updated_at,gsc_clicks,gsc_impressions,source_url
Neosho,MO,Missouri,,,,,,,,24,430,https://m.rofo.com/MO/Neosho
Cobleskill,NY,New York,,,,,,,,24,410,https://m.rofo.com/NY/Cobleskill
Fulton,MS,Mississippi,,,,,,,,24,407,https://m.rofo.com/MS/Fulton
Tullahoma,TN,Tennessee,,,,,,,,24,402,https://m.rofo.com/TN/Tullahoma
Lonoke,AR,Arkansas,,,,,,,,24,387,https://m.rofo.com/AR/Lonoke
Hiawassee,GA,Georgia,,,,,,,,24,346,https://m.rofo.com/GA/Hiawassee
Woodstock,VT,Vermont,,,,,,,,24,297,https://m.rofo.com/VT/Woodstock
Gualala,CA,California,,,,,,,,24,191,https://m.rofo.com/CA/Gualala
Coal City,IL,Illinois,,,,,,,,23,5705,https://m.rofo.com/IL/Coal-City
Kalamazoo,MI,Michigan,,,,,,,,23,4009,https://m.rofo.com/MI/Kalamazoo
Woodbridge,VA,Virginia,,,,,,,,23,3793,https://m.rofo.com/VA/Woodbridge
Windsor,CO,Colorado,,,,,,,,23,3303,https://m.rofo.com/CO/Windsor
Gorham,ME,Maine,,,,,,,,23,1671,https://m.rofo.com/ME/Gorham
Covington,GA,Georgia,,,,,,,,23,1589,https://m.rofo.com/GA/Covington
Danville,IN,Indiana,,,,,,,,23,1121,https://m.rofo.com/IN/Danville
Plaistow,NH,New Hampshire,,,,,,,,23,1078,https://m.rofo.com/NH/Plaistow
Grass Valley,CA,California,,,,,,,,23,919,https://m.rofo.com/CA/Grass-Valley
Niceville,FL,Florida,,,,,,,,23,850,https://m.rofo.com/FL/Niceville
Auburn,IN,Indiana,,,,,,,,23,741,https://m.rofo.com/IN/Auburn
Poland,ME,Maine,,,,,,,,23,680,https://m.rofo.com/ME/Poland
Red Wing,MN,Minnesota,,,,,,,,23,674,https://m.rofo.com/MN/Red-Wing
Blackfoot,ID,Idaho,,,,,,,,23,638,https://m.rofo.com/ID/Blackfoot
Clinton,MA,Massachusetts,,,,,,,,23,584,https://m.rofo.com/MA/Clinton
Meadville,PA,Pennsylvania,,,,,,,,23,525,https://m.rofo.com/PA/Meadville
Martinsville,IN,Indiana,,,,,,,,23,455,https://m.rofo.com/IN/Martinsville
Nokomis,FL,Florida,,,,,,,,23,448,https://m.rofo.com/FL/Nokomis
Scottsville,KY,Kentucky,,,,,,,,23,440,https://m.rofo.com/KY/Scottsville
Waverly,NY,New York,,,,,,,,23,416,https://m.rofo.com/NY/Waverly
New Buffalo,MI,Michigan,,,,,,,,23,401,https://m.rofo.com/MI/New-Buffalo
Boyne City,MI,Michigan,,,,,,,,23,387,https://m.rofo.com/MI/Boyne-City
Clinton,AR,Arkansas,,,,,,,,23,364,https://m.rofo.com/AR/Clinton
Lucedale,MS,Mississippi,,,,,,,,23,329,https://m.rofo.com/MS/Lucedale
Corydon,IN,Indiana,,,,,,,,23,283,https://m.rofo.com/IN/Corydon
Spring Hope,NC,North Carolina,,,,,,,,23,282,https://m.rofo.com/NC/Spring-Hope
Cuba,MO,Missouri,,,,,,,,23,207,https://m.rofo.com/MO/Cuba
Anza,CA,California,,,,,,,,23,185,https://m.rofo.com/CA/Anza
Kingston,OK,Oklahoma,,,,,,,,23,174,https://m.rofo.com/OK/Kingston
Grand Bay,AL,Alabama,,,,,,,,23,144,https://m.rofo.com/AL/Grand-Bay
Evansville,IN,Indiana,,,,,,,,22,4814,https://m.rofo.com/IN/Evansville
Winchester,VA,Virginia,,,,,,,,22,4075,https://m.rofo.com/VA/Winchester
Tracy,CA,California,,,,,,,,22,4042,https://m.rofo.com/CA/Tracy
Springfield,IL,Illinois,,,,,,,,22,2561,https://m.rofo.com/IL/Springfield
Greenwood,IN,Indiana,,,,,,,,22,2164,https://m.rofo.com/IN/Greenwood
Kenosha,WI,Wisconsin,,,,,,,,22,1633,https://m.rofo.com/WI/Kenosha
Livingston,LA,Louisiana,,,,,,,,22,994,https://m.rofo.com/LA/Livingston
Alcoa,TN,Tennessee,,,,,,,,22,899,https://m.rofo.com/TN/Alcoa
Seabrook,NH,New Hampshire,,,,,,,,22,857,https://m.rofo.com/NH/Seabrook
Moncks Corner,SC,South Carolina,,,,,,,,22,853,https://m.rofo.com/SC/Moncks-Corner
Harlingen,TX,Texas,,,,,,,,22,804,https://m.rofo.com/TX/Harlingen
Santa Paula,CA,California,,,,,,,,22,635,https://m.rofo.com/CA/Santa-Paula
Ozark,AL,Alabama,,,,,,,,22,551,https://m.rofo.com/AL/Ozark
Paris,TX,Texas,,,,,,,,22,549,https://m.rofo.com/TX/Paris
Ashland,OH,Ohio,,,,,,,,22,539,https://m.rofo.com/OH/Ashland
Newport,NC,North Carolina,,,,,,,,22,498,https://m.rofo.com/NC/Newport
Jefferson City,TN,Tennessee,,,,,,,,22,474,https://m.rofo.com/TN/Jefferson-City
Shelbyville,KY,Kentucky,,,,,,,,22,469,https://m.rofo.com/KY/Shelbyville
Franklin,NC,North Carolina,,,,,,,,22,458,https://m.rofo.com/NC/Franklin
Fort Valley,GA,Georgia,,,,,,,,22,390,https://m.rofo.com/GA/Fort-Valley
Nags Head,NC,North Carolina,,,,,,,,22,350,https://m.rofo.com/NC/Nags-Head
Jerome,ID,Idaho,,,,,,,,22,333,https://m.rofo.com/ID/Jerome
Midway,KY,Kentucky,,,,,,,,22,262,https://m.rofo.com/KY/Midway
Hardy,AR,Arkansas,,,,,,,,22,210,https://m.rofo.com/AR/Hardy
Pittsfield,ME,Maine,,,,,,,,22,177,https://m.rofo.com/ME/Pittsfield
Concord,CA,California,,,,,,,,21,4831,https://m.rofo.com/CA/Concord
North Fort Myers,FL,Florida,,,,,,,,21,3037,https://m.rofo.com/FL/North-Fort-Myers
Deltona,FL,Florida,,,,,,,,21,2610,https://m.rofo.com/FL/Deltona
Allen Park,MI,Michigan,,,,,,,,21,2006,https://m.rofo.com/MI/Allen-Park
Kearney,NE,Nebraska,,,,,,,,21,1512,https://m.rofo.com/NE/Kearney
Manchester,ME,Maine,,,,,,,,21,1186,https://m.rofo.com/ME/Manchester
Victoria,TX,Texas,,,,,,,,21,896,https://m.rofo.com/TX/Victoria
