# Duplicate, suite, and campus review

Suite observations and ambiguous campuses are never auto-promoted as buildings.

| Market | Property | Municipality | Conflicts | Legacy IDs |
| denver-aurora | 16631 e colfax ave | Aurora | MULTIPLE_LEGACY_IDS | 1028383, 1039702, 1518765 |
| denver-aurora | 1666 clinton st | Aurora | MULTIPLE_LEGACY_IDS | 1393010, 1412410 |
| denver-aurora | 16695 e smoky hill rd | Aurora | MULTIPLE_LEGACY_IDS | 428556, 339849, 379020 |
| denver-aurora | 16698 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 444503, 381176, 384627, 401240, 418919, 423653, 428010, 445573, 478566, 495599, 496321 |
| denver-aurora | 16700 16798 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 1737431, 1761703 |
| denver-aurora | 16744 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 381177, 384628, 401241, 418920, 613602, 619015 |
| denver-aurora | 16744 e iliff ave | Aurora | MULTIPLE_LEGACY_IDS | 1407169, 1429421 |
| denver-aurora | 1685 paris st | Aurora | MULTIPLE_LEGACY_IDS | 1775281, 1776397, 1795427, 1795426, 1814319, 1825141, 1835638, 1846883, 1858735, 1870851, 1883186, 1895677, 1908231, 1921122, 1934637, 1959626, 1982043, 1995888, 2010455, 2024383, 2038428, 2048009, 2051356, 2054793, 2057655, 2060607, 2063592, 2066897, 2069831, 2072816, 2075776, 2078779, 2082140, 2085421, 2088395, 2091428, 2094557, 2097894, 2101055, 2104276, 2112446, 2122689, 2127731, 2130629, 2133703, 2136767, 2139614, 2142957, 2145828, 2148761, 2151613, 2154703, 2157667, 2160231, 1948113 |
| denver-aurora | 17000 e iliff ave | Aurora | MULTIPLE_LEGACY_IDS | 1726339, 1747560, 1760233, 1762960, 1764886 |
| denver-aurora | 17100 17210 e ohio dr | Aurora | MULTIPLE_LEGACY_IDS | 2165007, 2166162, 2166923, 2167490, 2167732 |
| denver-aurora | 17100 17250 e ohio dr | Aurora | MULTIPLE_LEGACY_IDS | 1026469, 1088627, 1126920, 1154942, 1157452, 1159937, 1206486, 1273197, 1325826, 1369262, 1407421, 1429463, 1470905, 1534908 |
| denver-aurora | 17200 17210 e ohio dr | Aurora | MULTIPLE_LEGACY_IDS | 1944252, 2078046, 2084751, 2103706 |
| denver-aurora | 17200 e ohio dr | Aurora | MULTIPLE_LEGACY_IDS | 352233, 379053, 381115 |
| denver-aurora | 17250 e ohio dr | Aurora | MULTIPLE_LEGACY_IDS | 558433, 580358 |
| denver-aurora | 1730 s buckley rd | Aurora | MULTIPLE_LEGACY_IDS | 1294685, 1312200 |
| denver-aurora | 1732 paris st | Aurora | MULTIPLE_LEGACY_IDS | 1393211, 1412613, 1433634, 1454249 |
| denver-aurora | 1733 paris st | Aurora | MULTIPLE_LEGACY_IDS | 1393213, 1412615, 1433636, 1454251 |
| denver-aurora | 1734 paris st | Aurora | MULTIPLE_LEGACY_IDS | 1393218, 1412620, 1433641, 1454256 |
| denver-aurora | 17450 e 32nd pl | Aurora | MULTIPLE_LEGACY_IDS | 1737059, 1748945, 1761242, 1763661, 1768209, 1811014, 1944253, 1992506, 2050191 |
| denver-aurora | 18245 e 40th ave | Aurora | MULTIPLE_LEGACY_IDS | 1039969, 1078880 |
| denver-aurora | 18648 18892 e hampden ave | Aurora | MULTIPLE_LEGACY_IDS | 2075170, 2062938, 2062937 |
| denver-aurora | 18800 e 35th ave | Aurora | MULTIPLE_LEGACY_IDS | 1210331, 1226015, 1242713, 1260269, 1277286, 1295061, 1312581, 1330683, 1348752, 1373415, 1393602, 1413003, 1434039, 1454669, 1475523, 1519430, 1537098, 1545880, 1554761, 1563488, 1571786, 1580507, 1589866, 1599287, 1609765, 1620558, 1630178, 1640438, 1650665, 1661246, 1672219, 1682970, 1694134, 1705092, 1714793, 1722439, 1729161, 1739974, 1751938, 1775993, 1777085, 1796173, 1796172, 1814698, 1825525, 1836037, 1847302, 1859161, 1871289, 1883632, 1896132, 1908697, 1921594, 1935130, 1960122, 1982560, 1996405, 2010988, 2024943, 2038856, 2048071, 2051415, 2054848, 2057715, 2060667, 2063663, 2066962, 2069890, 2072882, 2075833, 2078843, 2082209, 2085478, 2088455, 2091496, 2094620, 2097949, 2101118, 2104330, 2112514, 2122836, 2127781, 2130673, 2133749, 2136823, 2139656, 2142999, 2145870, 2148803, 2151655, 2154745, 2157711, 1496740 |
| denver-aurora | 19000 e 38th ave | Aurora | MULTIPLE_LEGACY_IDS | 913764, 1648072 |
| denver-aurora | 1901 peoria st | Aurora | MULTIPLE_LEGACY_IDS | 1028728, 1040070 |
| denver-aurora | 19119 e colfax ave | Aurora | MULTIPLE_LEGACY_IDS | 1859253, 1871386, 1883730, 1896230, 1908796, 1921694, 1935231, 1948712, 1960227, 1982669, 1996512, 2011097, 2025053, 2038943 |
| denver-aurora | 1923 dallas st | Aurora | MULTIPLE_LEGACY_IDS | 1393721, 1519575, 1413128 |
| denver-aurora | 1933 dallas st | Aurora | MULTIPLE_LEGACY_IDS | 1393746, 1413154 |
| denver-aurora | 1943 dallas st | Aurora | MULTIPLE_LEGACY_IDS | 1776232, 1777312, 1796419, 1796418, 1814829, 1825659, 1836180, 1847453, 1859314, 1871449, 1883794, 1896292, 1908861, 1921765, 1935304, 1960300, 1982744, 1996587, 2011174, 2025129, 2039002, 1948785 |
| denver-aurora | 1999 fitzsimons pkwy | Aurora | MULTIPLE_LEGACY_IDS | 365013, 378682, 381178, 384629, 401242, 418921, 423655, 428011, 444506, 445574 |
| denver-aurora | 20 s havana st | Aurora | MULTIPLE_LEGACY_IDS | 1407170, 1429422 |
| denver-aurora | 20100 e 32nd pkwy | Aurora | MULTIPLE_LEGACY_IDS | 1389089, 1428321 |
| denver-aurora | 2115 n scranton way | Aurora | MULTIPLE_LEGACY_IDS | 1761705, 1769207 |
| denver-aurora | 2115 s scranton way | Aurora | MULTIPLE_LEGACY_IDS | 645314, 1577918 |
| denver-aurora | 21250 e 36th dr | Aurora | MULTIPLE_LEGACY_IDS | 237059, 1719300 |
| denver-aurora | 2201 s peoria st | Aurora | MULTIPLE_LEGACY_IDS | 227225, 231269 |
| denver-aurora | 22050 e 64th ave | Aurora | MULTIPLE_LEGACY_IDS | 1997350, 2011952, 2025906, 2039629 |
| denver-aurora | 22100 e 26th ave | Aurora | MULTIPLE_LEGACY_IDS | 1892776, 1918069, 1944429, 2020857 |
| denver-aurora | 2266 68 dayton st | Aurora | MULTIPLE_LEGACY_IDS | 1729862, 1740675, 1752639, 1777400, 1778397, 1797584, 1797585, 1815432, 1826287, 1836857, 1872201, 1884565, 1897078, 1909663, 1922581, 1936147, 1949643, 1961153, 1983628, 1997479, 2012085, 2026037, 2091622, 2094760, 2098076, 2101256, 2104450, 2112640 |
| denver-aurora | 2266 dayton st | Aurora | MULTIPLE_LEGACY_IDS | 1261492, 1278547, 1661966 |
| denver-aurora | 22691 e aurora pkwy | Aurora | MULTIPLE_LEGACY_IDS | 1759556, 1761774, 1764218, 1766645 |
| orlando | 0 bay leaf dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535236, 1543950, 1552827, 1561516, 1569929, 1578537, 1587766, 1597104, 1607491, 1618262, 1627844, 1638075, 1648233, 1658747, 1669631, 1680361, 1691635, 1702517, 1713987, 1721632, 1726702, 1737516, 1749480, 1833213, 1844352, 1856127, 1868199, 1880449, 1892893, 1905402, 1918209, 1931638, 1945054, 1956542, 1978848, 1992646, 2007166, 2021079, 2035702, 2047479, 2050816, 2054290, 2057156, 2060071, 2063009, 2066342, 2069320, 2072276, 2075272, 2078209, 2081521, 2084868, 2087851, 2090874, 2093967, 2097345, 2100481, 2103741, 2111847, 2121561, 2127216, 2130170, 2133242, 2136271, 2139166, 2142512, 2145384, 2148321, 2151173, 2154266, 2157216, 2159802 |
| orlando | 0 bayberry st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535237, 1543951, 1552828, 1561517, 1569930, 1578538, 1587767, 1597105, 1607492, 1618263, 1627845, 1638076, 1648234, 1658748, 1669632, 1680362, 1691636, 1702518, 1713988, 1721633, 1726703, 1737517, 1749481 |
| orlando | 0 jim edwards rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535278, 1543994, 1552874, 1561562, 1569976, 1578584, 1587815, 1597152, 1607539, 1618308, 1627889, 1638120, 1648279, 1658792, 1669676, 1680406, 1691682, 1702566, 1714033, 1721678, 1726751, 1737565, 1749529, 1833251, 1844390, 1856166, 1868240, 1880491, 1892936, 1905444, 1918254, 1931681, 1945097, 1956586, 1978891, 1992690, 2007209, 2021121, 2035742, 2047519, 2050856, 2054330, 2057196, 2060113, 2063051, 2066385, 2069362, 2072317, 2075313, 2078251, 2081563, 2084911, 2087893, 2090917, 2094008, 2097385, 2100522, 2103781, 2111888, 2121595, 2127249, 2130203, 2133275, 2136303, 2139198, 2142544, 2145416, 2148353, 2151205, 2154298, 2157248, 2159833 |
| orlando | 0 pacific rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535295, 1544013, 1552893, 1561580, 1569994, 1578603, 1587834, 1597174, 1607561 |
| orlando | 0 park pond way | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 2035764, 1771671, 1772450, 1791189, 1791205, 1812154, 1822893, 1833271, 1844410, 1856186, 1868260, 1880512, 1892956, 1905464, 1918274, 1931701, 1956607, 1978913, 2050879, 1992713, 2007232, 2021144, 2047541, 2054352, 2057218, 2060135, 2063073, 2066408, 2069384, 2072340, 2075336, 2078276, 2081590, 2084938, 2087921, 2090944, 2094035, 2127268, 2097408, 2100545, 2103804, 2111911, 2121613, 2130222, 2133294, 2136322, 2139217, 2142563, 2145435, 2148372, 2151224, 2154317, 2157267, 2159852, 1945118 |
| orlando | 0 puerta del sol blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1160237, 1175102, 1190428, 1206850, 1222531, 1239178, 1256647, 1273563, 1291221, 1308717, 1326765, 1344829, 1369502, 1389593, 1408921, 1429831, 1450316, 1471097, 1492229, 1514878, 1535298, 1544016, 1552896, 1561583, 1569997, 1578606, 1587837, 1597177, 1607565, 1618331, 1627912, 1638144, 1648303, 1658815, 1669699, 1680429, 1691705, 1702590, 1714057, 1721702, 1726775, 1737589, 1749553, 1771675, 1772456, 1791196, 1791210, 1812158, 1822897, 1833274, 1844413, 1856189, 1868263, 1880516, 1892960, 1905468, 1918278, 1931705, 1956611, 1978917, 1992717, 2007236, 2021148, 2035768, 2047545, 2050883, 2054356, 2057222, 2060138, 2063076, 2066411, 2069387, 2072343, 2075339, 2078279, 2081593, 2084941, 2087924, 2090947, 2094038, 2097411, 2100548, 2121616, 2127271, 2130225, 2133297, 2136325, 2139220, 2142566, 2145438, 2148375, 2151227, 2154320, 2157270, 2159855 |
| orlando | 0 thyme dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535314, 1544032, 1552912, 1561599, 1570012, 1578621, 1587853, 1597193, 1607581, 1618349, 1627930, 1638161, 1648322, 1658834, 1669718, 1680449, 1691725, 1702610, 1714077, 1721722, 1726795, 1737609, 1749573 |
| orlando | 1000 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 636935, 915651 |
| orlando | 1001 armstrong blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1535468, 1544193 |
| orlando | 101 w cypress st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 378239, 378230 |
| orlando | 1012 1038 buenaventura blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1905055, 2006940 |
| orlando | 103 broadway | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 479611, 366678 |
| orlando | 1040 1080 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1738038, 1750002, 1727224 |
| orlando | 1040 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1618735, 1628321 |
| orlando | 1060 1080 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1772115, 1833783, 1773276, 1792109, 1792129, 1823376, 1856730, 1881077, 1918886, 1932321, 1812626, 1844942, 1868807, 1893540, 1906061, 1957247, 1979576, 1993375, 2007903, 2021822, 1945750 |
| orlando | 1124 rush st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 676726, 676727 |
| orlando | 1176 cypress glen cir | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1176219, 1161355 |
| orlando | 1200 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1659776, 1681431, 1670696 |
| orlando | 1300 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 637274, 927008 |
| orlando | 1352 centre ct ridge dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 696576, 696577 |
| orlando | 1356 centre ct ridge dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 696721, 696722 |
| orlando | 1398 kevstin dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 916892, 1619707 |
| orlando | 1407 water lilly ln | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 700445, 1019640 |
| orlando | 1410 celebration ave | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 700775, 700776 |
| orlando | 1913 john henry jones blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 406867, 448583 |
| orlando | 1948 1954 n john young pkwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1726657, 1737471, 1749435 |
| orlando | 1948 n john young pkwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 927697, 1326644, 1026552 |
| orlando | 1950 e irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 304210, 292696 |
| orlando | 201 w hilda st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1590097, 1610020, 1599527 |
| orlando | 215 longview ave | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 742455, 742456 |
| orlando | 2200 fortune rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1621111, 1630740 |
| orlando | 222 broadway ave | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 381306, 378710 |
| orlando | 225 celebration pl | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 747312, 747313 |
| orlando | 2452 old dixie hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1537848, 1546667 |
| orlando | 2595 michigan ave | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 293979, 305554, 316907 |
| orlando | 2625 daulby st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1064815, 761159 |
| orlando | 2626 eagle meadow ln | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 761208, 1013521 |
| orlando | 2717 scarborough ct | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 763942, 954066 |
| orlando | 2719 fiesta key dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 986435, 763978 |
| orlando | 2830 n orange blossom trl | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 767124, 996958 |
| orlando | 2890 fortune rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 531688, 553747 |
| orlando | 2912 welcome cir | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 769231, 994810 |
| orlando | 2927 lake dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 482499, 499925 |
| orlando | 2971 simpson rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1861009, 1885568, 1923629, 1937219, 1984774, 1998644, 2013271, 1950743, 1873175, 1898104, 1910693, 1962262, 2027224, 2040699 |
| orlando | 3050 bill beck blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1132941, 1146624 |
| orlando | 308 w bass st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 450571, 432979, 408629, 466573, 589064 |
| orlando | 3190 n poinciana blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1779900, 1780798, 1800916, 1800918, 1816571, 1827466, 1838091, 1849470, 1861385, 1873557, 1885959, 1898506, 1911103, 1924050, 1937653, 1962715, 1985235, 1999113, 2013747, 2027702, 1951189 |
| orlando | 3288 greenwald way n | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 638462, 919788 |
| orlando | 3294 greenwald way n | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1197147, 1213760, 1246210, 1377211 |
| orlando | 3353 w vine st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 295183, 306836, 318258 |
| orlando | 3711 w vine st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1133920, 1147603 |
| orlando | 3831 nautical way | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 795961, 970777 |
| orlando | 401 bayberry st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 2124020, 2128177, 2130996, 2134077, 2137203, 2139977, 2143318, 2146184, 2149114, 2151966, 2155055, 2158036, 2160577 |
| orlando | 4024 w vine st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 801119, 1009403 |
| orlando | 404 s vernon ave | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1335760, 502228, 591297 |
| orlando | 4137 w vine st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1134466, 1148149, 1335956 |
| orlando | 429 us 192 | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 635822, 643285 |
| orlando | 4555 pleasant hill rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1168583, 1379305, 1183453 |
| orlando | 4557 w irlo bronson mem hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1782139, 1782933, 1803207, 1803208, 1818008, 1828667, 1839366, 1850834, 1862806, 1875005, 1887454, 1900031, 1912640, 1925631, 1939293, 1964401, 1986983, 2000915, 2015531, 2029488, 1952863 |
| orlando | 4570 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 632983, 642248 |
| orlando | 4615 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 391571, 434933, 453004 |
| orlando | 4651 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 920939, 930685 |
| orlando | 4655 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1300940, 1318516, 1379431, 1526201 |
| orlando | 4688 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1482158, 1503484, 1526221 |
| orlando | 4799 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1168822, 453163, 1318660, 1336848, 1354928, 1379581, 1183691, 1574111 |
| orlando | 4799 w irlo bronson memorial hwy business only | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1732328, 1743099, 1755108 |
| orlando | 4807 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1135168, 1148851, 1379603, 1526392 |
| orlando | 4820 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 371046, 357366 |
| orlando | 591 oak commons blvd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1136167, 1527873, 1149850, 1338137 |
| orlando | 622 verona st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 471564, 488144, 506018 |
| orlando | 737 w oak st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 639456, 922543 |
| orlando | 7571 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 224618, 351832 |
| orlando | 7593 gathering dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 860506, 860507 |
| orlando | 7650 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 861165, 1022302 |
| orlando | 7651 whisper way | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 861173, 861174 |
| orlando | 7655 heritage crossing way | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 861189, 861190 |
| orlando | 7660 whisper way | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 861240, 861241 |
| orlando | 804 emmett st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 457557, 473660, 548130 |
| orlando | 804 w emmett st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 374570, 395448, 414733, 439003 |
| orlando | 809 patrick st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 457608, 473720, 490378, 598199 |
| orlando | 810 s john young pkwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 922864, 1530717, 932647, 1340298 |
| orlando | 8546 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 611303, 617017, 621830 |
| orlando | 913 mabbette st | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 396452, 415836 |
| orlando | 9150 w irlo bronson memorial hwy | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 923413, 933201, 1035500 |
| orlando | amelia trl | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 945871, 648092, 648186 |
| orlando | bowfin ln | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 885507, 1005497 |
| orlando | james dr | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 888922, 964965 |
| orlando | neptune rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 904479, 1002740 |
| orlando | old vineland rd | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 1174083, 1188944, 1204596, 1221393, 1237167, 1253954, 1271598, 1288840, 1306890, 1324504, 1342741, 1360835, 1385759, 1560231, 1568883, 1577059, 1586088, 1595781, 1605383, 1615546, 1626745 |
| orlando | orlando area | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 417805, 441816, 476813 |
| orlando | parcel 33 25 30 0000 0090 0000 | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 648079, 648146 |
| orlando | twilight trl | Kissimmee | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SOURCE_IDENTITY_INSUFFICIENT | 2053405, 2056766, 2059621, 2062659, 2065822, 2069013, 2071896, 2075010, 2077828, 2081020, 2084537, 2087626, 2090639, 1668629, 1679826, 1690661, 1701515, 1712628, 1717840, 1725978, 1736481, 1747252, 1759262, 1788950, 1789523, 1810255, 1810256, 1821623, 1832435, 1843301, 1854965, 1867033, 1879366, 1891865, 1904469, 1917137, 1930437, 1943972, 1991900, 2006029, 2020560, 2034582, 2046872, 2050009 |
| orlando | 103 commerce st | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 200636, 219922 |
| orlando | 106 commerce st | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1451042, 199344 |
| orlando | 1150 emma oaks trl | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 283661, 283581 |
| orlando | 131 s country club rd | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1192176, 1208650 |
| orlando | 1515 international pkwy | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 275541, 236198, 1728543, 1739356, 1751320, 153265, 253576 |
| orlando | 1525 international pkwy | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 529964, 231205, 234552, 1728569, 1739382, 1751346, 204670, 254956 |
| orlando | 1540 international pkwy | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 576024, 254229, 146778, 614823 |
| orlando | 159 s country club rd | Lake Mary | MUNICIPALITY_CONFLICT, MULTIPLE_LEGACY_IDS | 1934397, 1947867, 1959379, 1981782, 1995625, 2010183, 2024110, 2038222 |
