SOURCE_URL,TARGET_URL,STATUS_CODE,PRESERVE_QUERY_STRING,INCLUDE_SUBDOMAINS,SUBPATH_MATCHING,PRESERVE_PATH_SUFFIX
https://rofo.com/commercial-real-estate/GA/Marietta,https://www.rofo.com/commercial-real-estate/GA/marietta/,301,true,false,false,false
https://www.rofo.com/VA/Midlothian,https://www.rofo.com/commercial-real-estate/VA/midlothian/,301,true,false,false,false
https://rofo.com/VA/Midlothian,https://www.rofo.com/commercial-real-estate/VA/midlothian/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/VA/Midlothian,https://www.rofo.com/commercial-real-estate/VA/midlothian/,301,true,false,false,false
https://rofo.com/commercial-real-estate/VA/Midlothian,https://www.rofo.com/commercial-real-estate/VA/midlothian/,301,true,false,false,false
https://www.rofo.com/MI/Sterling-Heights,https://www.rofo.com/commercial-real-estate/MI/sterling-heights/,301,true,false,false,false
https://rofo.com/MI/Sterling-Heights,https://www.rofo.com/commercial-real-estate/MI/sterling-heights/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/MI/Sterling-Heights,https://www.rofo.com/commercial-real-estate/MI/sterling-heights/,301,true,false,false,false
https://rofo.com/commercial-real-estate/MI/Sterling-Heights,https://www.rofo.com/commercial-real-estate/MI/sterling-heights/,301,true,false,false,false
https://www.rofo.com/GA/Columbus,https://www.rofo.com/commercial-real-estate/GA/columbus/,301,true,false,false,false
https://rofo.com/GA/Columbus,https://www.rofo.com/commercial-real-estate/GA/columbus/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/GA/Columbus,https://www.rofo.com/commercial-real-estate/GA/columbus/,301,true,false,false,false
https://rofo.com/commercial-real-estate/GA/Columbus,https://www.rofo.com/commercial-real-estate/GA/columbus/,301,true,false,false,false
https://www.rofo.com/OH/Akron,https://www.rofo.com/commercial-real-estate/OH/akron/,301,true,false,false,false
https://rofo.com/OH/Akron,https://www.rofo.com/commercial-real-estate/OH/akron/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/OH/Akron,https://www.rofo.com/commercial-real-estate/OH/akron/,301,true,false,false,false
https://rofo.com/commercial-real-estate/OH/Akron,https://www.rofo.com/commercial-real-estate/OH/akron/,301,true,false,false,false
https://www.rofo.com/RI/Warwick,https://www.rofo.com/commercial-real-estate/RI/warwick/,301,true,false,false,false
https://rofo.com/RI/Warwick,https://www.rofo.com/commercial-real-estate/RI/warwick/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/RI/Warwick,https://www.rofo.com/commercial-real-estate/RI/warwick/,301,true,false,false,false
https://rofo.com/commercial-real-estate/RI/Warwick,https://www.rofo.com/commercial-real-estate/RI/warwick/,301,true,false,false,false
https://www.rofo.com/NC/High-Point,https://www.rofo.com/commercial-real-estate/NC/high-point/,301,true,false,false,false
https://rofo.com/NC/High-Point,https://www.rofo.com/commercial-real-estate/NC/high-point/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/NC/High-Point,https://www.rofo.com/commercial-real-estate/NC/high-point/,301,true,false,false,false
