city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
Palm Beach Gardens,FL,Palm Beach County,26.8466,-80.1679,60959,33418 33410 33412 33403,1,3,palm-beach-gardens,"Palm Beach Gardens, FL",palm-beach-gardens-fl,/commercial-real-estate/FL/palm-beach-gardens/,rofo,,,,,true,
Pembroke Pines,FL,Broward County,26.0128,-80.3382,173194,33029 33028 33025 33024 33026 33023 33027 33084,0,2,pembroke-pines,"Pembroke Pines, FL",pembroke-pines-fl,/commercial-real-estate/FL/pembroke-pines/,officefinder+simplemaps,201,TRUE,FALSE,2,true,true
Pinellas Park,FL,Pinellas County,27.8589,-82.7078,53560,33781 33782 33762 33760 33773 33780,0,3,pinellas-park,"Pinellas Park, FL",pinellas-park-fl,/commercial-real-estate/FL/pinellas-park/,officefinder+simplemaps,1570,TRUE,FALSE,3,true,true
Plantation,FL,Broward County,26.1259,-80.2617,96293,33322 33323 33324 33325 33317 33313 33388 33318 33329,2,3,plantation,"Plantation, FL",plantation-fl,/commercial-real-estate/FL/plantation/,rofo,,,,,true,
Ponte Vedra,FL,St. Johns County,30.2275,-81.3801,,32082,0,3,ponte-vedra,"Ponte Vedra, FL",ponte-vedra-fl,/commercial-real-estate/FL/ponte-vedra/,officefinder+simplemaps,2620,FALSE,FALSE,4,true,true
Safety Harbor,FL,Pinellas County,28.008,-82.6964,17033,34695,0,3,safety-harbor,"Safety Harbor, FL",safety-harbor-fl,/commercial-real-estate/FL/safety-harbor/,officefinder+simplemaps,2551,TRUE,FALSE,3,true,true
Saint Augustine,FL,,,,,,1,3,saint-augustine,"Saint Augustine, FL",saint-augustine-fl,/commercial-real-estate/FL/saint-augustine/,rofo,,,,,false,
Saint Petersburg,FL,,,,,,2,3,saint-petersburg,"Saint Petersburg, FL",saint-petersburg-fl,/commercial-real-estate/FL/saint-petersburg/,rofo,,,,,false,
Sarasota,FL,Sarasota County,27.3387,-82.5432,56970,34232 34234 34237 34236 34239 34276,1,3,sarasota,"Sarasota, FL",sarasota-fl,/commercial-real-estate/FL/sarasota/,rofo,,,,,true,
Seminole,FL,Pinellas County,27.8435,-82.784,19396,33777 33772 33778 33775,0,3,seminole,"Seminole, FL",seminole-fl,/commercial-real-estate/FL/seminole/,officefinder+simplemaps,1573,TRUE,FALSE,3,true,true
St. Petersburg,FL,Pinellas County,27.7676,-82.6403,262732,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33703 33704 33701 33729 33731 33732 33733 33734 33742 33743 33747,500,2,st-petersburg,"St. Petersburg, FL",st-petersburg-fl,/commercial-real-estate/FL/st-petersburg/,rofo,,,,,true,
Sunny Isles Beach,FL,Miami-dade County,25.9385,-80.1246,22437,33160,0,3,sunny-isles-beach,"Sunny Isles Beach, FL",sunny-isles-beach-fl,/commercial-real-estate/FL/sunny-isles-beach/,officefinder+simplemaps,2414,TRUE,FALSE,2,true,true
Sunrise,FL,Broward County,26.1547,-80.2997,97918,33322 33323 33326 33325 33351 33313 33307 33345,1,3,sunrise,"Sunrise, FL",sunrise-fl,/commercial-real-estate/FL/sunrise/,rofo,,,,,true,
Tallahassee,FL,Leon County,30.4551,-84.2527,260687,32310 32312 32313 32317 32399 32307 32306 32304 32303 32301 32309 32308 32311 32302 32314 32315 32316,2,3,tallahassee,"Tallahassee, FL",tallahassee-fl,/commercial-real-estate/FL/tallahassee/,rofo,,,,,true,
Tamarac,FL,Broward County,26.2056,-80.2539,73019,33321 33319 33359,0,3,tamarac,"Tamarac, FL",tamarac-fl,/commercial-real-estate/FL/tamarac/,officefinder+simplemaps,1603,TRUE,FALSE,2,true,true
Tampa,FL,Hillsborough County,27.9506,-82.4572,2957531,33637 33629 33621 33620 33609 33604 33606 33602 33619 33616 33613 33617 33614 33610 33611 33612 33605 33607 33603 33647 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,688,1,tampa,"Tampa, FL",tampa-fl,/commercial-real-estate/FL/tampa/,rofo,,,,,true,
Temple Terrace,FL,Hillsborough County,28.0436,-82.3773,27275,33637 33617 33687,0,3,temple-terrace,"Temple Terrace, FL",temple-terrace-fl,/commercial-real-estate/FL/temple-terrace/,officefinder+simplemaps,1576,TRUE,FALSE,3,true,true
Vero Beach,FL,Indian River County,27.6463,-80.393,17042,32963 32960 32961 32964 32965 32969,1,3,vero-beach,"Vero Beach, FL",vero-beach-fl,/commercial-real-estate/FL/vero-beach/,rofo,,,,,true,
West Palm Beach,FL,Palm Beach County,26.7469,-80.132,122290,33411 33412 33417 33409 33407 33405 33401 33402 33422,2,3,west-palm-beach,"West Palm Beach, FL",west-palm-beach-fl,/commercial-real-estate/FL/west-palm-beach/,rofo,,,,,true,
Weston,FL,Broward County,26.1006,-80.4054,68837,33326 33327 33331 33332,1,3,weston,"Weston, FL",weston-fl,/commercial-real-estate/FL/weston/,rofo,,,,,true,
Windermere,FL,Orange County,28.5028,-81.5377,3086,34786,1,3,windermere,"Windermere, FL",windermere-fl,/commercial-real-estate/FL/windermere/,rofo,,,,,true,
Winter Park,FL,Orange County,28.5989,-81.3442,30274,32792 32789 32790,1,3,winter-park,"Winter Park, FL",winter-park-fl,/commercial-real-estate/FL/winter-park/,rofo,,,,,true,
Winter Springs,FL,Seminole County,28.6889,-81.2703,38951,32708 32719,0,3,winter-springs,"Winter Springs, FL",winter-springs-fl,/commercial-real-estate/FL/winter-springs/,officefinder+simplemaps,1663,TRUE,FALSE,3,true,true
Adairsville,GA,Bartow County,34.3709,-84.9212,4999,30103,0,3,adairsville,"Adairsville, GA",adairsville-ga,/commercial-real-estate/GA/adairsville/,officefinder+simplemaps,1352,TRUE,FALSE,3,true,true
Alpharetta,GA,Fulton County,34.0704,-84.2738,66855,30022 30004 30005 30009 30023,5,3,alpharetta,"Alpharetta, GA",alpharetta-ga,/commercial-real-estate/GA/alpharetta/,rofo,,,,,true,
Atlanta,GA,Fulton County,33.749,-84.388,5298788,30334 30331 30332 30309 30308 30354 30327 30322 30326 30324 30319 30342 30305 30307 30306 30316 30317 30314 30315 30312 30313 30310 30311 30303 30363 30318 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193,1427,1,atlanta,"Atlanta, GA",atlanta-ga,/commercial-real-estate/GA/atlanta/,rofo,,,,,true,
College Park,GA,Fulton County,33.6363,-84.464,14712,30337 30349,0,3,college-park,"College Park, GA",college-park-ga,/commercial-real-estate/GA/college-park/,officefinder+simplemaps,2316,TRUE,FALSE,3,true,true
Conyers,GA,Rockdale County,33.6646,-83.9966,18512,30013 30012 30094,1,3,conyers,"Conyers, GA",conyers-ga,/commercial-real-estate/GA/conyers/,rofo,,,,,true,
Cumming,GA,Forsyth County,34.2063,-84.1339,8469,30040 30041,1,3,cumming,"Cumming, GA",cumming-ga,/commercial-real-estate/GA/cumming/,rofo,,,,,true,
Decatur,GA,Dekalb County,33.7711,-84.2963,24518,30030 30031 30036,2,3,decatur,"Decatur, GA",decatur-ga,/commercial-real-estate/GA/decatur/,rofo,,,,,true,
Doraville,GA,Dekalb County,33.9073,-84.2711,11134,30340 30360 30362,0,3,doraville,"Doraville, GA",doraville-ga,/commercial-real-estate/GA/doraville/,officefinder+simplemaps,2196,TRUE,FALSE,3,true,true
Duluth,GA,Gwinnett County,34.0053,-84.1492,32426,30097 30096 30098,4,3,duluth,"Duluth, GA",duluth-ga,/commercial-real-estate/GA/duluth/,rofo,,,,,true,
Dunwoody,GA,Dekalb County,33.9418,-84.3122,51758,30338 30346 30360 30356 31146,0,3,dunwoody,"Dunwoody, GA",dunwoody-ga,/commercial-real-estate/GA/dunwoody/,officefinder+simplemaps,500,TRUE,FALSE,3,true,true
Fayetteville,GA,Fayette County,33.4501,-84.471,19719,30215 30214,1,3,fayetteville,"Fayetteville, GA",fayetteville-ga,/commercial-real-estate/GA/fayetteville/,rofo,,,,,true,
Johns Creek,GA,Fulton County,34.0333,-84.2027,81988,30022 30097 30005,0,3,johns-creek,"Johns Creek, GA",johns-creek-ga,/commercial-real-estate/GA/johns-creek/,officefinder+simplemaps,2335,TRUE,FALSE,3,true,true
Kennesaw,GA,Cobb County,34.026,-84.6177,34605,30144 30152,1,3,kennesaw,"Kennesaw, GA",kennesaw-ga,/commercial-real-estate/GA/kennesaw/,rofo,,,,,true,
Lawrenceville,GA,Gwinnett County,33.9523,-83.9932,30954,30046 30049,1,3,lawrenceville,"Lawrenceville, GA",lawrenceville-ga,/commercial-real-estate/GA/lawrenceville/,rofo,,,,,true,
Norcross,GA,Gwinnett County,33.9379,-84.2065,18007,30071,1,3,norcross,"Norcross, GA",norcross-ga,/commercial-real-estate/GA/norcross/,rofo,,,,,true,
Peachtree City,GA,Fayette County,33.3942,-84.571,39576,30269 31169,0,3,peachtree-city,"Peachtree City, GA",peachtree-city-ga,/commercial-real-estate/GA/peachtree-city/,officefinder+simplemaps,2556,TRUE,FALSE,3,true,true
Peachtree Corners,GA,Gwinnett County,33.967,-84.232,42373,30071 30092 30360 30010,1,3,peachtree-corners,"Peachtree Corners, GA",peachtree-corners-ga,/commercial-real-estate/GA/peachtree-corners/,rofo,,,,,true,
Sandy Springs,GA,Fulton County,33.9366,-84.3703,107087,30350 30327 30328 30342 30358 31150 31156,0,2,sandy-springs,"Sandy Springs, GA",sandy-springs-ga,/commercial-real-estate/GA/sandy-springs/,officefinder+simplemaps,2264,TRUE,FALSE,2,true,true
Savannah,GA,Chatham County,32.0286,-81.1821,324227,31302 31409 31408 31401 31405 31404 31407 31406 31421 31419 31415 31403 31412 31416 31418 31420,1,3,savannah,"Savannah, GA",savannah-ga,/commercial-real-estate/GA/savannah/,rofo,,,,,true,
Snellville,GA,Gwinnett County,33.8562,-84.0038,21620,30078,1,3,snellville,"Snellville, GA",snellville-ga,/commercial-real-estate/GA/snellville/,rofo,,,,,true,
Sugar Hill,GA,Gwinnett County,34.108,-84.0558,26128,30518,0,3,sugar-hill,"Sugar Hill, GA",sugar-hill-ga,/commercial-real-estate/GA/sugar-hill/,officefinder+simplemaps,2195,TRUE,FALSE,3,true,true
Tyrone,GA,Fayette County,33.4752,-84.5941,7896,30290,0,3,tyrone,"Tyrone, GA",tyrone-ga,/commercial-real-estate/GA/tyrone/,officefinder+simplemaps,2555,TRUE,FALSE,3,true,true
Winder,GA,Barrow County,33.9917,-83.7218,19437,30680,1,3,winder,"Winder, GA",winder-ga,/commercial-real-estate/GA/winder/,rofo,,,,,true,
Honolulu,HI,Honolulu County,21.3069,-157.8583,345482,96859 96858 96850 96819 96820 96822 96826 96813 96815 96814 96817 96816 96818 96848 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96849 96898,501,2,honolulu,"Honolulu, HI",honolulu-hi,/commercial-real-estate/HI/honolulu/,rofo,,,,,true,
Bettendorf,IA,Scott County,41.5657,-90.4765,39647,52722,0,3,bettendorf,"Bettendorf, IA",bettendorf-ia,/commercial-real-estate/IA/bettendorf/,officefinder+simplemaps,518,TRUE,FALSE,3,true,true
Cedar Rapids,IA,Linn County,41.9662,-91.6783,195323,52404 52405 52401 52411 52402 52403 52406 52407 52408 52409 52410 52497 52498 52499,1,3,cedar-rapids,"Cedar Rapids, IA",cedar-rapids-ia,/commercial-real-estate/IA/cedar-rapids/,rofo,,,,,true,
Council Bluffs,IA,Pottawattamie County,41.2369,-95.8516,62586,51503 51501 51502,0,3,council-bluffs,"Council Bluffs, IA",council-bluffs-ia,/commercial-real-estate/IA/council-bluffs/,officefinder+simplemaps,1384,TRUE,FALSE,3,true,true
Davenport,IA,Scott County,41.5565,-90.6053,281044,52802 52803 52801 52806 52807 52804 52805 52808 52809,1,3,davenport,"Davenport, IA",davenport-ia,/commercial-real-estate/IA/davenport/,rofo,,,,,true,
Des Moines,IA,Polk County,41.5868,-93.625,570091,50309 50312 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,601,2,des-moines,"Des Moines, IA",des-moines-ia,/commercial-real-estate/IA/des-moines/,rofo,,,,,true,
Johnston,IA,Polk County,41.691,-93.7234,24384,50131,1,3,johnston,"Johnston, IA",johnston-ia,/commercial-real-estate/IA/johnston/,rofo,,,,,true,
West Des Moines,IA,Polk County,41.5521,-93.7806,71083,50265 50266 50061 50336 50339 50359 50360 50361 50362 50363 50364 50367 50368 50369 50398,1,3,west-des-moines,"West Des Moines, IA",west-des-moines-ia,/commercial-real-estate/IA/west-des-moines/,rofo,,,,,true,
Boise,ID,Ada County,43.615,-116.2023,448305,83703 83702 83706 83705 83704 83709 83712 83716 83713 83725 83720 83701 83708 83715 83717 83722 83724 83728 83729 83735 83756 83799,501,2,boise,"Boise, ID",boise-id,/commercial-real-estate/ID/boise/,rofo,,,,,true,
Coeur D'Alene,ID,Kootenai County,47.704,-116.7936,131592,83815 83814 83816,0,2,coeur-d-alene,"Coeur D'Alene, ID",coeur-d-alene-id,/commercial-real-estate/ID/coeur-d-alene/,officefinder+simplemaps,2676,TRUE,FALSE,2,true,true
Idaho Falls,ID,Bonneville County,43.4917,-112.0333,111137,83401 83402 83404 83415,200,3,idaho-falls,"Idaho Falls, ID",idaho-falls-id,/commercial-real-estate/ID/idaho-falls/,rofo,,,,,true,
Meridian,ID,Ada County,43.6116,-116.3977,130138,83646 83642 83680,1,3,meridian,"Meridian, ID",meridian-id,/commercial-real-estate/ID/meridian/,rofo,,,,,true,
Addison,IL,Dupage County,41.9313,-88.0085,35489,60101,0,3,addison,"Addison, IL",addison-il,/commercial-real-estate/IL/addison/,officefinder+simplemaps,1140,TRUE,FALSE,3,true,true
Algonquin,IL,Mchenry County,42.1629,-88.3159,30067,60102,1,3,algonquin,"Algonquin, IL",algonquin-il,/commercial-real-estate/IL/algonquin/,rofo,,,,,true,
Arlington Heights,IL,Cook County,42.0955,-87.9826,76005,60005 60004,1,3,arlington-heights,"Arlington Heights, IL",arlington-heights-il,/commercial-real-estate/IL/arlington-heights/,rofo,,,,,true,
Aurora,IL,Kane County,41.7638,-88.2902,179898,60505 60506 60504 60502 60503 60519 60507 60568 60569 60572 60598 60599,1,3,aurora,"Aurora, IL",aurora-il,/commercial-real-estate/IL/aurora/,rofo,,,,,true,
Bannockburn,IL,Lake County,42.1932,-87.8695,1148,60015,0,3,bannockburn,"Bannockburn, IL",bannockburn-il,/commercial-real-estate/IL/bannockburn/,officefinder+simplemaps,1197,TRUE,FALSE,3,true,true
Bedford Park,IL,Cook County,41.7669,-87.7915,586,60638 60501,0,3,bedford-park,"Bedford Park, IL",bedford-park-il,/commercial-real-estate/IL/bedford-park/,officefinder+simplemaps,2600,TRUE,FALSE,3,true,true
Belleville,IL,St. Clair County,38.5164,-89.99,41370,62221 62220 62226 62223,1,3,belleville,"Belleville, IL",belleville-il,/commercial-real-estate/IL/belleville/,rofo,,,,,true,
Bloomingdale,IL,Dupage County,41.9497,-88.0895,22457,60108 60117,0,3,bloomingdale,"Bloomingdale, IL",bloomingdale-il,/commercial-real-estate/IL/bloomingdale/,officefinder+simplemaps,1164,TRUE,FALSE,3,true,true
Burr Ridge,IL,Dupage County,41.7485,-87.92,11141,60527,0,3,burr-ridge,"Burr Ridge, IL",burr-ridge-il,/commercial-real-estate/IL/burr-ridge/,officefinder+simplemaps,614,TRUE,FALSE,3,true,true
Champaign,IL,Champaign County,40.1142,-88.2737,153687,61822 61820 61821 61824 61825 61826,1,3,champaign,"Champaign, IL",champaign-il,/commercial-real-estate/IL/champaign/,rofo,,,,,true,
Chicago,IL,Cook County,41.8781,-87.6298,8609571,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60631 60827 60661 60660 60638 60639 60634 60636 60637 60630 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699,2120,1,chicago,"Chicago, IL",chicago-il,/commercial-real-estate/IL/chicago/,rofo,,,,,true,
Cicero,IL,Cook County,41.8445,-87.7593,82797,60804,0,3,cicero,"Cicero, IL",cicero-il,/commercial-real-estate/IL/cicero/,officefinder+simplemaps,2523,TRUE,FALSE,2,true,true
Crystal Lake,IL,Mchenry County,42.2333,-88.3351,40579,60014 60012 60039,0,3,crystal-lake,"Crystal Lake, IL",crystal-lake-il,/commercial-real-estate/IL/crystal-lake/,officefinder+simplemaps,1165,TRUE,FALSE,3,true,true
Darien,IL,Dupage County,41.7448,-87.9822,21879,60561,0,3,darien,"Darien, IL",darien-il,/commercial-real-estate/IL/darien/,officefinder+simplemaps,1173,TRUE,FALSE,3,true,true
Downers Grove,IL,Dupage County,41.7949,-88.0172,50054,60515 60516,1,3,downers-grove,"Downers Grove, IL",downers-grove-il,/commercial-real-estate/IL/downers-grove/,rofo,,,,,true,
East Moline,IL,Rock Island County,41.5199,-90.3879,20904,61244 61257,0,3,east-moline,"East Moline, IL",east-moline-il,/commercial-real-estate/IL/east-moline/,officefinder+simplemaps,2198,TRUE,FALSE,3,true,true
Edwardsville,IL,Madison County,38.7922,-89.9874,26474,62026 62025,1,3,edwardsville,"Edwardsville, IL",edwardsville-il,/commercial-real-estate/IL/edwardsville/,rofo,,,,,true,
Evanston,IL,Cook County,42.0451,-87.6877,76340,60201 60202 60208 60204,191,2,evanston,"Evanston, IL",evanston-il,/commercial-real-estate/IL/evanston/,rofo,,,,,true,
Evergreen Park,IL,Cook County,41.7213,-87.7013,19420,60805,0,3,evergreen-park,"Evergreen Park, IL",evergreen-park-il,/commercial-real-estate/IL/evergreen-park/,officefinder+simplemaps,2385,TRUE,FALSE,2,true,true
Glen Ellyn,IL,Dupage County,41.8666,-88.0629,28390,60137 60138,0,3,glen-ellyn,"Glen Ellyn, IL",glen-ellyn-il,/commercial-real-estate/IL/glen-ellyn/,officefinder+simplemaps,1176,TRUE,FALSE,3,true,true
Glenview,IL,Cook County,42.0825,-87.8214,47752,60025 60026,1,3,glenview,"Glenview, IL",glenview-il,/commercial-real-estate/IL/glenview/,rofo,,,,,true,
Gurnee,IL,Lake County,42.3708,-87.9392,30510,60031,0,3,gurnee,"Gurnee, IL",gurnee-il,/commercial-real-estate/IL/gurnee/,officefinder+simplemaps,1202,TRUE,FALSE,3,true,true
Hillside,IL,Cook County,41.8675,-87.9019,8084,60162,0,3,hillside,"Hillside, IL",hillside-il,/commercial-real-estate/IL/hillside/,officefinder+simplemaps,2500,TRUE,FALSE,3,true,true
Hinsdale,IL,Dupage County,41.8007,-87.9273,17175,60521,0,3,hinsdale,"Hinsdale, IL",hinsdale-il,/commercial-real-estate/IL/hinsdale/,officefinder+simplemaps,1177,TRUE,FALSE,3,true,true
Hoffman Estates,IL,Cook County,42.064,-88.1468,51175,60192 60169 60120 60094 60159,1,3,hoffman-estates,"Hoffman Estates, IL",hoffman-estates-il,/commercial-real-estate/IL/hoffman-estates/,rofo,,,,,true,
Lake Forest,IL,Lake County,42.238,-87.8596,19416,60045 60065,1,3,lake-forest,"Lake Forest, IL",lake-forest-il,/commercial-real-estate/IL/lake-forest/,rofo,,,,,true,
Lincolnshire,IL,Lake County,42.1958,-87.9182,7980,60069 60045,0,3,lincolnshire,"Lincolnshire, IL",lincolnshire-il,/commercial-real-estate/IL/lincolnshire/,officefinder+simplemaps,1206,TRUE,FALSE,3,true,true
Lincolnwood,IL,Cook County,42.0054,-87.733,13112,60712,0,3,lincolnwood,"Lincolnwood, IL",lincolnwood-il,/commercial-real-estate/IL/lincolnwood/,officefinder+simplemaps,1207,TRUE,FALSE,3,true,true
Lisle,IL,Dupage County,41.7918,-88.0888,23407,60532,2,3,lisle,"Lisle, IL",lisle-il,/commercial-real-estate/IL/lisle/,rofo,,,,,true,
Lombard,IL,Dupage County,41.8741,-88.0157,43619,60148,0,3,lombard,"Lombard, IL",lombard-il,/commercial-real-estate/IL/lombard/,officefinder+simplemaps,1179,TRUE,FALSE,3,true,true
Moline,IL,Rock Island County,41.4821,-90.492,42197,61265 61266,0,3,moline,"Moline, IL",moline-il,/commercial-real-estate/IL/moline/,officefinder+simplemaps,924,TRUE,FALSE,3,true,true
Morton Grove,IL,Cook County,42.0423,-87.789,24619,60053,0,3,morton-grove,"Morton Grove, IL",morton-grove-il,/commercial-real-estate/IL/morton-grove/,officefinder+simplemaps,1208,TRUE,FALSE,3,true,true
Mount Prospect,IL,Cook County,42.0641,-87.9375,55472,60056,0,3,mount-prospect,"Mount Prospect, IL",mount-prospect-il,/commercial-real-estate/IL/mount-prospect/,officefinder+simplemaps,1168,TRUE,FALSE,2,true,true
Naperville,IL,Dupage County,41.748,-88.1659,150692,60540 60563 60564 60565 60567,1,3,naperville,"Naperville, IL",naperville-il,/commercial-real-estate/IL/naperville/,rofo,,,,,true,
Northbrook,IL,Cook County,42.1292,-87.8352,34585,60062 60082,2,3,northbrook,"Northbrook, IL",northbrook-il,/commercial-real-estate/IL/northbrook/,rofo,,,,,true,
Northfield,IL,Cook County,42.1025,-87.7791,5487,60093,0,3,northfield,"Northfield, IL",northfield-il,/commercial-real-estate/IL/northfield/,officefinder+simplemaps,1211,TRUE,FALSE,3,true,true
Oak Brook,IL,Dupage County,41.8373,-87.9516,8056,60523 60522,3,3,oak-brook,"Oak Brook, IL",oak-brook-il,/commercial-real-estate/IL/oak-brook/,rofo,,,,,true,
Oak Lawn,IL,Cook County,41.7139,-87.7528,56861,60453,0,3,oak-lawn,"Oak Lawn, IL",oak-lawn-il,/commercial-real-estate/IL/oak-lawn/,officefinder+simplemaps,1188,TRUE,FALSE,2,true,true
Oak Park,IL,Cook County,41.8872,-87.7899,53292,60301 60302 60304 60303,1,3,oak-park,"Oak Park, IL",oak-park-il,/commercial-real-estate/IL/oak-park/,rofo,,,,,true,
Oakbrook Terrace,IL,Dupage County,41.8538,-87.9691,2723,60181,0,3,oakbrook-terrace,"Oakbrook Terrace, IL",oakbrook-terrace-il,/commercial-real-estate/IL/oakbrook-terrace/,officefinder+simplemaps,2274,TRUE,FALSE,3,true,true
Orland Park,IL,Cook County,41.6075,-87.8619,57916,60467 60462,1,3,orland-park,"Orland Park, IL",orland-park-il,/commercial-real-estate/IL/orland-park/,rofo,,,,,true,
Palos Heights,IL,Cook County,41.6637,-87.7958,12152,60463,0,3,palos-heights,"Palos Heights, IL",palos-heights-il,/commercial-real-estate/IL/palos-heights/,officefinder+simplemaps,1190,TRUE,FALSE,3,true,true
Park Ridge,IL,Cook County,42.0125,-87.8436,38667,60068,1,3,park-ridge,"Park Ridge, IL",park-ridge-il,/commercial-real-estate/IL/park-ridge/,rofo,,,,,true,
Rock Island,IL,Rock Island County,41.4699,-90.5827,36151,61201 61204,0,3,rock-island,"Rock Island, IL",rock-island-il,/commercial-real-estate/IL/rock-island/,officefinder+simplemaps,2197,TRUE,FALSE,3,true,true
Rockford,IL,Winnebago County,42.2596,-89.064,271411,61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126,1,3,rockford,"Rockford, IL",rockford-il,/commercial-real-estate/IL/rockford/,rofo,,,,,true,
Rolling Meadows,IL,Cook County,42.0747,-88.0252,24027,60008,1,3,rolling-meadows,"Rolling Meadows, IL",rolling-meadows-il,/commercial-real-estate/IL/rolling-meadows/,rofo,,,,,true,
Rosemont,IL,Cook County,41.989,-87.8718,3290,60018,1,3,rosemont,"Rosemont, IL",rosemont-il,/commercial-real-estate/IL/rosemont/,rofo,,,,,true,
Saint Charles,IL,,,,,,1,3,saint-charles,"Saint Charles, IL",saint-charles-il,/commercial-real-estate/IL/saint-charles/,rofo,,,,,false,
Schaumburg,IL,Cook County,42.0308,-88.0838,76868,60193 60195 60194 60173 60168 60196,3,3,schaumburg,"Schaumburg, IL",schaumburg-il,/commercial-real-estate/IL/schaumburg/,rofo,,,,,true,
Skokie,IL,Cook County,42.036,-87.74,66219,60076 60077 60203,1,3,skokie,"Skokie, IL",skokie-il,/commercial-real-estate/IL/skokie/,rofo,,,,,true,
South Holland,IL,Cook County,41.5977,-87.6022,20911,60473,0,3,south-holland,"South Holland, IL",south-holland-il,/commercial-real-estate/IL/south-holland/,officefinder+simplemaps,2565,TRUE,FALSE,3,true,true
St. Charles,IL,Kane County,41.9193,-88.3109,32854,60175 60174,0,3,st-charles,"St. Charles, IL",st-charles-il,/commercial-real-estate/IL/st-charles/,officefinder+simplemaps,1180,TRUE,FALSE,3,true,true
Vernon Hills,IL,Lake County,42.234,-87.9608,26876,60061,0,3,vernon-hills,"Vernon Hills, IL",vernon-hills-il,/commercial-real-estate/IL/vernon-hills/,officefinder+simplemaps,1213,TRUE,FALSE,3,true,true
Warrenville,IL,Dupage County,41.8209,-88.1857,14718,60555,1,3,warrenville,"Warrenville, IL",warrenville-il,/commercial-real-estate/IL/warrenville/,rofo,,,,,true,
Westchester,IL,Cook County,41.8492,-87.8906,16436,60154,1,3,westchester,"Westchester, IL",westchester-il,/commercial-real-estate/IL/westchester/,rofo,,,,,true,
Westmont,IL,Dupage County,41.7948,-87.9742,23724,60559,0,3,westmont,"Westmont, IL",westmont-il,/commercial-real-estate/IL/westmont/,officefinder+simplemaps,1182,TRUE,FALSE,3,true,true
Wheaton,IL,Dupage County,41.8561,-88.1085,53557,60187 60189,1,3,wheaton,"Wheaton, IL",wheaton-il,/commercial-real-estate/IL/wheaton/,rofo,,,,,true,
Willowbrook,IL,Dupage County,41.7641,-87.9454,9131,60527,1,3,willowbrook,"Willowbrook, IL",willowbrook-il,/commercial-real-estate/IL/willowbrook/,rofo,,,,,true,
Avon,IN,Hendricks County,39.7601,-86.3916,23437,46123 46213,0,3,avon,"Avon, IN",avon-in,/commercial-real-estate/IN/avon/,officefinder+simplemaps,1749,TRUE,FALSE,3,true,true
Brownsburg,IN,Hendricks County,39.8337,-86.383,31215,46234 46112,2,3,brownsburg,"Brownsburg, IN",brownsburg-in,/commercial-real-estate/IN/brownsburg/,rofo,,,,,true,
Carmel,IN,Hamilton County,39.965,-86.146,101651,46290 46032 46033 46280 46074 46082,1,3,carmel,"Carmel, IN",carmel-in,/commercial-real-estate/IN/carmel/,rofo,,,,,true,
Columbia City,IN,Whitley County,41.1612,-85.4855,9897,46725,0,3,columbia-city,"Columbia City, IN",columbia-city-in,/commercial-real-estate/IN/columbia-city/,officefinder+simplemaps,1702,TRUE,FALSE,3,true,true
Elkhart,IN,Elkhart County,41.6916,-85.9627,149701,46514 46517 46516 46515,0,2,elkhart,"Elkhart, IN",elkhart-in,/commercial-real-estate/IN/elkhart/,officefinder+simplemaps,70,TRUE,FALSE,2,true,true
Huntington,IN,Huntington County,40.881,-85.5063,17030,46750,0,3,huntington,"Huntington, IN",huntington-in,/commercial-real-estate/IN/huntington/,officefinder+simplemaps,1699,TRUE,FALSE,3,true,true
