city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
West Milford,NJ,Passaic County,41.106,-74.3914,24705,07435 07480 07438 07460 07421,0,3,west-milford,"West Milford, NJ",west-milford-nj,/commercial-real-estate/NJ/west-milford/,officefinder+simplemaps,1477,FALSE,FALSE,3,true,true
Woodbridge,NJ,Middlesex County,40.5611,-74.2943,104355,08832 07077 08840 07001 08863 08830 07067 07064 07095,0,2,woodbridge,"Woodbridge, NJ",woodbridge-nj,/commercial-real-estate/NJ/woodbridge/,officefinder+simplemaps,281,FALSE,FALSE,2,true,true
Woodcliff Lake,NJ,Bergen County,41.0253,-74.0604,6152,07677,1,3,woodcliff-lake,"Woodcliff Lake, NJ",woodcliff-lake-nj,/commercial-real-estate/NJ/woodcliff-lake/,rofo,,,,,true,
Albuquerque,NM,Bernalillo County,35.0844,-106.6504,765360,87123 87112 87113 87110 87111 87114 87109 87108 87101 87102 87105 87104 87107 87106 87120 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199,504,2,albuquerque,"Albuquerque, NM",albuquerque-nm,/commercial-real-estate/NM/albuquerque/,rofo,,,,,true,
Santa Fe,NM,Santa Fe County,35.687,-105.9378,100264,87505 87507 87501 87502 87503 87509,251,3,santa-fe,"Santa Fe, NM",santa-fe-nm,/commercial-real-estate/NM/santa-fe/,rofo,,,,,true,
Henderson,NV,Clark County,36.0133,-115.0381,332141,89044 89052 89054 89005 89002 89074 89015 89014 89011 89012 89009 89077,3,3,henderson,"Henderson, NV",henderson-nv,/commercial-real-estate/NV/henderson/,rofo,,,,,true,
Las Vegas,NV,Clark County,36.1699,-115.1398,2299189,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89195,1115,1,las-vegas,"Las Vegas, NV",las-vegas-nv,/commercial-real-estate/NV/las-vegas/,rofo,,,,,true,
Reno,NV,Washoe County,39.5296,-119.8138,466706,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89595 89599,502,2,reno,"Reno, NV",reno-nv,/commercial-real-estate/NV/reno/,rofo,,,,,true,
Babylon,NY,Suffolk County,40.6925,-73.3586,218262,11704 11798 11726 11729 11757 11701 11702 11703 11735 11707,0,2,babylon,"Babylon, NY",babylon-ny,/commercial-real-estate/NY/babylon/,officefinder+simplemaps,2172,FALSE,FALSE,2,true,true
Beacon,NY,Dutchess County,41.5036,-73.9655,14834,12508,0,3,beacon,"Beacon, NY",beacon-ny,/commercial-real-estate/NY/beacon/,officefinder+simplemaps,2466,TRUE,FALSE,3,true,true
Bohemia,NY,Suffolk County,40.7717,-73.1271,9181,11716,1,3,bohemia,"Bohemia, NY",bohemia-ny,/commercial-real-estate/NY/bohemia/,rofo,,,,,true,
Bronx,NY,Bronx County,40.8501,-73.8662,1472654,10452 10475 10474 10471 10470 10473 10472 10453 10451 10457 10456 10455 10454 10459 10458 11370 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469,1,3,bronx,"Bronx, NY",bronx-ny,/commercial-real-estate/NY/bronx/,rofo,,,,,true,
Brookhaven,NY,Suffolk County,40.832,-72.9517,489810,11764 11934 11933 11763 11766 11967 11961 11713 11715 11719 11955 11792 11790 11794 11951 11950 11953 11741 11742 11980 11779 11778 11770 11772 11940 11973 11727 11720 11755 11776 11784 11786 11782 11789 11949 11941 11733 11738 11777 00544,0,2,brookhaven,"Brookhaven, NY",brookhaven-ny,/commercial-real-estate/NY/brookhaven/,officefinder+simplemaps,2173,FALSE,FALSE,2,true,true
Brooklyn,NY,Kings County,40.6501,-73.9496,2736074,11229 11226 11225 11224 11223 11221 11220 11249 11228 11222 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11208 11201 11203 11205 11204 11207 11206 11209 11202 11241 11242 11243 11245 11247 11251 11252 11256,1,3,brooklyn,"Brooklyn, NY",brooklyn-ny,/commercial-real-estate/NY/brooklyn/,rofo,,,,,true,
Buffalo,NY,Erie County,42.9018,-78.8487,934832,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280,2,3,buffalo,"Buffalo, NY",buffalo-ny,/commercial-real-estate/NY/buffalo/,rofo,,,,,true,
Cheektowaga,NY,Erie County,42.9082,-78.7466,88989,14206 14043 14225 14227 14211 14212 14215 14241,0,3,cheektowaga,"Cheektowaga, NY",cheektowaga-ny,/commercial-real-estate/NY/cheektowaga/,officefinder+simplemaps,1774,FALSE,FALSE,3,true,true
Chittenango,NY,Madison County,43.0462,-75.8748,4831,13037,0,3,chittenango,"Chittenango, NY",chittenango-ny,/commercial-real-estate/NY/chittenango/,officefinder+simplemaps,1755,TRUE,FALSE,3,true,true
Clifton Park,NY,Saratoga County,42.8587,-73.8242,37991,12019 12065 12151 12148,0,3,clifton-park,"Clifton Park, NY",clifton-park-ny,/commercial-real-estate/NY/clifton-park/,officefinder+simplemaps,1758,FALSE,FALSE,3,true,true
Colonie,NY,Albany County,42.7396,-73.7874,85997,12204 12205 12047 12211 12189 12304 12303 12309 12110 12128 12247 12288,0,3,colonie,"Colonie, NY",colonie-ny,/commercial-real-estate/NY/colonie/,officefinder+simplemaps,1757,FALSE,FALSE,3,true,true
East Rockaway,NY,Nassau County,40.6432,-73.6672,10077,11518,0,3,east-rockaway,"East Rockaway, NY",east-rockaway-ny,/commercial-real-estate/NY/east-rockaway/,officefinder+simplemaps,1232,TRUE,FALSE,2,true,true
Farmingdale,NY,Nassau County,40.7328,-73.4468,8474,11735 11737,0,3,farmingdale,"Farmingdale, NY",farmingdale-ny,/commercial-real-estate/NY/farmingdale/,officefinder+simplemaps,2472,TRUE,FALSE,2,true,true
Flatbush,NY,Ulster County,42.0154,-73.9604,,12477,0,3,flatbush,"Flatbush, NY",flatbush-ny,/commercial-real-estate/NY/flatbush/,officefinder+simplemaps,2525,FALSE,FALSE,4,true,true
Floral Park,NY,Nassau County,40.7227,-73.7029,16169,11001 11002,0,3,floral-park,"Floral Park, NY",floral-park-ny,/commercial-real-estate/NY/floral-park/,officefinder+simplemaps,1255,TRUE,FALSE,2,true,true
Freeport,NY,Nassau County,40.6515,-73.585,44088,11520,0,3,freeport,"Freeport, NY",freeport-ny,/commercial-real-estate/NY/freeport/,officefinder+simplemaps,1227,TRUE,FALSE,2,true,true
Garden City,NY,Nassau County,40.7266,-73.6447,22941,11530 11531 11599,0,3,garden-city,"Garden City, NY",garden-city-ny,/commercial-real-estate/NY/garden-city/,officefinder+simplemaps,1228,TRUE,FALSE,3,true,true
Glen Cove,NY,Nassau County,40.8709,-73.6287,28112,11542,0,3,glen-cove,"Glen Cove, NY",glen-cove-ny,/commercial-real-estate/NY/glen-cove/,officefinder+simplemaps,1256,TRUE,FALSE,3,true,true
Great Neck,NY,Nassau County,40.8029,-73.7333,11087,11024 11023,1,3,great-neck,"Great Neck, NY",great-neck-ny,/commercial-real-estate/NY/great-neck/,rofo,,,,,true,
Hauppauge,NY,Suffolk County,40.8211,-73.2109,20793,11787 11788 11760,1,3,hauppauge,"Hauppauge, NY",hauppauge-ny,/commercial-real-estate/NY/hauppauge/,rofo,,,,,true,
Hawthorne,NY,Westchester County,41.1035,-73.7968,4878,10532,1,3,hawthorne,"Hawthorne, NY",hawthorne-ny,/commercial-real-estate/NY/hawthorne/,rofo,,,,,true,
Hempstead,NY,Nassau County,40.6629,-73.6089,790202,11549 11530 11516 11714 11569 11561 11563 11565 11566 11793 11550 11553 11552 11554 11557 11556 11559 11558 11580 11581 11010 11509 11096 11575 11570 11710 11520 11756 11572 11590 11598 11003 11001 11518 11510 11783 11002 11531 11551 11555 11571 11582 11599,0,1,hempstead,"Hempstead, NY",hempstead-ny,/commercial-real-estate/NY/hempstead/,officefinder+simplemaps,1230,FALSE,FALSE,2,true,true
Hicksville,NY,Nassau County,40.7637,-73.5245,43780,11801 11802 11805 11815,1,3,hicksville,"Hicksville, NY",hicksville-ny,/commercial-real-estate/NY/hicksville/,rofo,,,,,true,
Huntington,NY,Suffolk County,40.8521,-73.3823,204059,11768 11740 11743 11746 11747 11724 11725 11721 11731 11775,0,2,huntington,"Huntington, NY",huntington-ny,/commercial-real-estate/NY/huntington/,officefinder+simplemaps,2174,FALSE,FALSE,2,true,true
Islandia,NY,Suffolk County,40.8069,-73.1711,3600,11749,0,3,islandia,"Islandia, NY",islandia-ny,/commercial-real-estate/NY/islandia/,officefinder+simplemaps,1249,TRUE,FALSE,3,true,true
Islip,NY,Suffolk County,40.7385,-73.1888,339106,11769 11717 11716 11718 11796 11795 11741 11742 11749 11779 11770 11722 11752 11751 11705 11706 11782 11788 11730 11739 00501 11760,0,2,islip,"Islip, NY",islip-ny,/commercial-real-estate/NY/islip/,officefinder+simplemaps,1247,FALSE,FALSE,2,true,true
Kenmore,NY,Erie County,42.9646,-78.8713,15044,14217,0,3,kenmore,"Kenmore, NY",kenmore-ny,/commercial-real-estate/NY/kenmore/,officefinder+simplemaps,1770,TRUE,FALSE,2,true,true
Lackawanna,NY,Erie County,42.8182,-78.8325,19753,14218,0,3,lackawanna,"Lackawanna, NY",lackawanna-ny,/commercial-real-estate/NY/lackawanna/,officefinder+simplemaps,1769,TRUE,FALSE,3,true,true
Lake Success,NY,Nassau County,40.768,-73.7089,2829,11042 11020,0,3,lake-success,"Lake Success, NY",lake-success-ny,/commercial-real-estate/NY/lake-success/,officefinder+simplemaps,1260,TRUE,FALSE,3,true,true
Long Island City,NY,,,,,,1,3,long-island-city,"Long Island City, NY",long-island-city-ny,/commercial-real-estate/NY/long-island-city/,rofo,,,,,false,
Lynbrook,NY,Nassau County,40.6579,-73.6742,20325,11563,0,3,lynbrook,"Lynbrook, NY",lynbrook-ny,/commercial-real-estate/NY/lynbrook/,officefinder+simplemaps,1235,TRUE,FALSE,2,true,true
Mamaroneck,NY,Westchester County,40.9443,-73.7488,31236,10538 10543,0,3,mamaroneck,"Mamaroneck, NY",mamaroneck-ny,/commercial-real-estate/NY/mamaroneck/,officefinder+simplemaps,2606,FALSE,FALSE,3,true,true
Manhasset,NY,Nassau County,40.7884,-73.6943,7716,11030,1,3,manhasset,"Manhasset, NY",manhasset-ny,/commercial-real-estate/NY/manhasset/,rofo,,,,,true,
Manhattan,NY,New York County,40.7834,-73.9662,1694263,10169 10168 10167 10165 10162 10282 10280 10040 10044 10271 10279 10278 10075 10103 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 10152 10153 10154 10128 10004 10005 10006 10007 10001 10002 10003 10009 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 10065 10069 10199 10119 10115 10112 10110 10111 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10273 10274 10275 10276 10277 10281 10285 10286,0,1,manhattan,"Manhattan, NY",manhattan-ny,/commercial-real-estate/NY/manhattan/,officefinder+simplemaps,2317,TRUE,FALSE,1,true,true
Melville,NY,Suffolk County,40.7824,-73.4088,19714,11747 11775,3,3,melville,"Melville, NY",melville-ny,/commercial-real-estate/NY/melville/,rofo,,,,,true,
Mineola,NY,Nassau County,40.747,-73.6394,21211,11501,0,3,mineola,"Mineola, NY",mineola-ny,/commercial-real-estate/NY/mineola/,officefinder+simplemaps,1237,TRUE,FALSE,2,true,true
Montebello,NY,Rockland County,41.1317,-74.1135,4673,10901,0,3,montebello,"Montebello, NY",montebello-ny,/commercial-real-estate/NY/montebello/,officefinder+simplemaps,947,TRUE,FALSE,3,true,true
Mount Kisco,NY,Westchester County,41.2016,-73.7281,10737,10549,1,3,mount-kisco,"Mount Kisco, NY",mount-kisco-ny,/commercial-real-estate/NY/mount-kisco/,rofo,,,,,true,
Mount Pleasant,NY,Westchester County,41.1119,-73.8121,44769,10510 10514 10591 10594 10595 10532 10570,0,3,mount-pleasant,"Mount Pleasant, NY",mount-pleasant-ny,/commercial-real-estate/NY/mount-pleasant/,officefinder+simplemaps,1901,FALSE,FALSE,3,true,true
New Rochelle,NY,Westchester County,40.9304,-73.7836,82769,10801 10804 10805 10802,1,3,new-rochelle,"New Rochelle, NY",new-rochelle-ny,/commercial-real-estate/NY/new-rochelle/,rofo,,,,,true,
New York,NY,New York County,40.7128,-74.006,19268388,11229 11228 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11697 11694 11692 11693 11691 10271 10279 10278 10075 11249 10452 11451 10475 10474 10471 10470 10473 10472 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11379 11378 11375 11374 11377 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11209 11203 11205 11204 11207 11206 11208 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10307 10306 10305 10304 10303 10302 10301 11429 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11386 11405 11425 11431 11437 11499 11690 11695,3241,1,new-york,"New York, NY",new-york-ny,/commercial-real-estate/NY/new-york/,rofo,,,,,true,
Patchogue,NY,Suffolk County,40.7621,-73.0185,12396,11772,0,3,patchogue,"Patchogue, NY",patchogue-ny,/commercial-real-estate/NY/patchogue/,officefinder+simplemaps,1254,TRUE,FALSE,2,true,true
Port Chester,NY,Westchester County,41.0051,-73.668,31102,10573,1,3,port-chester,"Port Chester, NY",port-chester-ny,/commercial-real-estate/NY/port-chester/,rofo,,,,,true,
Queens,NY,Queens County,40.7498,-73.7976,2405464,11385 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 11451 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 11429 11439 11432 11433 11430 11436 11434 11435 11375 11374 11371 11370 11373 11372 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 11428 11421 11420 11423 11422 11424 11427 11426 11359 11358 11357 11356 11355 11354 11120 11351 11352 11380 11386 11405 11425 11431 11437 11499 11690 11695,0,1,queens,"Queens, NY",queens-ny,/commercial-real-estate/NY/queens/,officefinder+simplemaps,295,TRUE,FALSE,1,true,true
Rochester,NY,Monroe County,43.168,-77.6162,697898,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,1,3,rochester,"Rochester, NY",rochester-ny,/commercial-real-estate/NY/rochester/,rofo,,,,,true,
Rockville Centre,NY,Nassau County,40.6643,-73.6383,25765,11570 11571,0,3,rockville-centre,"Rockville Centre, NY",rockville-centre-ny,/commercial-real-estate/NY/rockville-centre/,officefinder+simplemaps,1238,TRUE,FALSE,2,true,true
Roslyn,NY,Nassau County,40.7991,-73.6491,2978,11576,0,3,roslyn,"Roslyn, NY",roslyn-ny,/commercial-real-estate/NY/roslyn/,officefinder+simplemaps,2475,TRUE,FALSE,3,true,true
Rye,NY,Westchester County,41.0075,-73.6872,48734,10543 10573,1,3,rye,"Rye, NY",rye-ny,/commercial-real-estate/NY/rye/,rofo,,,,,true,
Rye Brook,NY,Westchester County,41.0302,-73.6864,9900,10573 10604,0,3,rye-brook,"Rye Brook, NY",rye-brook-ny,/commercial-real-estate/NY/rye-brook/,officefinder+simplemaps,1278,TRUE,FALSE,3,true,true
Scarsdale,NY,Westchester County,40.9902,-73.7773,18010,10583,0,3,scarsdale,"Scarsdale, NY",scarsdale-ny,/commercial-real-estate/NY/scarsdale/,officefinder+simplemaps,961,TRUE,FALSE,3,true,true
Skaneateles,NY,Onondaga County,42.9322,-76.4131,7090,13153 13152 13108 13119,0,3,skaneateles,"Skaneateles, NY",skaneateles-ny,/commercial-real-estate/NY/skaneateles/,officefinder+simplemaps,1754,FALSE,FALSE,4,true,true
Smithtown,NY,Suffolk County,40.8663,-73.2164,116097,11768 11767 11725 11754 11787 11780 11788,0,2,smithtown,"Smithtown, NY",smithtown-ny,/commercial-real-estate/NY/smithtown/,officefinder+simplemaps,1250,FALSE,FALSE,2,true,true
Staten Island,NY,Richmond County,40.5834,-74.1496,495747,10303 10302 10301 10307 10306 10305 10310 10311 10312 10314 10309 10308 10304 10313,0,2,staten-island,"Staten Island, NY",staten-island-ny,/commercial-real-estate/NY/staten-island/,officefinder+simplemaps,730,TRUE,FALSE,2,true,true
Suffern,NY,Rockland County,41.1138,-74.1422,11441,10901,1,3,suffern,"Suffern, NY",suffern-ny,/commercial-real-estate/NY/suffern/,rofo,,,,,true,
Syosset,NY,Nassau County,40.8157,-73.502,18433,11791 11773,1,3,syosset,"Syosset, NY",syosset-ny,/commercial-real-estate/NY/syosset/,rofo,,,,,true,
Tarrytown,NY,Westchester County,41.0647,-73.8672,11784,10591,1,3,tarrytown,"Tarrytown, NY",tarrytown-ny,/commercial-real-estate/NY/tarrytown/,rofo,,,,,true,
Uniondale,NY,Nassau County,40.7176,-73.5947,33148,11549 11530 11553 11556 11590 11555,1,3,uniondale,"Uniondale, NY",uniondale-ny,/commercial-real-estate/NY/uniondale/,rofo,,,,,true,
Valley Stream,NY,Nassau County,40.6647,-73.7043,40315,11580 11581 11582,1,3,valley-stream,"Valley Stream, NY",valley-stream-ny,/commercial-real-estate/NY/valley-stream/,rofo,,,,,true,
West Seneca,NY,Erie County,42.8374,-78.7509,45303,14224,0,3,west-seneca,"West Seneca, NY",west-seneca-ny,/commercial-real-estate/NY/west-seneca/,officefinder+simplemaps,1765,FALSE,FALSE,3,true,true
Westbury,NY,Nassau County,40.7599,-73.5891,15808,11590,0,3,westbury,"Westbury, NY",westbury-ny,/commercial-real-estate/NY/westbury/,officefinder+simplemaps,1240,TRUE,FALSE,2,true,true
Wheatfield,NY,Niagara County,43.0975,-78.8831,18549,14120 14304 14132,0,3,wheatfield,"Wheatfield, NY",wheatfield-ny,/commercial-real-estate/NY/wheatfield/,officefinder+simplemaps,1775,FALSE,FALSE,3,true,true
White Plains,NY,Westchester County,41.022,-73.7547,60666,10603 10601 10605 10606 10604 10602,2,3,white-plains,"White Plains, NY",white-plains-ny,/commercial-real-estate/NY/white-plains/,rofo,,,,,true,
Williamsville,NY,Erie County,42.9623,-78.7418,5469,14221,0,3,williamsville,"Williamsville, NY",williamsville-ny,/commercial-real-estate/NY/williamsville/,officefinder+simplemaps,1561,TRUE,FALSE,3,true,true
Woodbury,NY,Orange County,41.3284,-74.1004,11334,10917 10926 10930,0,3,woodbury,"Woodbury, NY",woodbury-ny,/commercial-real-estate/NY/woodbury/,officefinder+simplemaps,1264,TRUE,FALSE,3,true,true
Yonkers,NY,Westchester County,40.9466,-73.8673,209978,10708 10703 10701 10707 10705 10704 10710 10702,1,3,yonkers,"Yonkers, NY",yonkers-ny,/commercial-real-estate/NY/yonkers/,rofo,,,,,true,
Avon,OH,Lorain County,41.4485,-82.0187,25317,44011,0,3,avon,"Avon, OH",avon-oh,/commercial-real-estate/OH/avon/,officefinder+simplemaps,1968,TRUE,FALSE,3,true,true
Beachwood,OH,Cuyahoga County,41.4759,-81.503,13865,44122,1,3,beachwood,"Beachwood, OH",beachwood-oh,/commercial-real-estate/OH/beachwood/,rofo,,,,,true,
Beavercreek,OH,Greene County,39.731,-84.0624,47126,45440 45434 45432 45431 45430 45301 45482,1,3,beavercreek,"Beavercreek, OH",beavercreek-oh,/commercial-real-estate/OH/beavercreek/,rofo,,,,,true,
Bedford Heights,OH,Cuyahoga County,41.4041,-81.5053,10847,44146,0,3,bedford-heights,"Bedford Heights, OH",bedford-heights-oh,/commercial-real-estate/OH/bedford-heights/,officefinder+simplemaps,1712,TRUE,FALSE,3,true,true
Berea,OH,Cuyahoga County,41.3696,-81.8641,18218,44017,0,3,berea,"Berea, OH",berea-oh,/commercial-real-estate/OH/berea/,officefinder+simplemaps,1972,TRUE,FALSE,3,true,true
Blue Ash,OH,Hamilton County,39.248,-84.3827,13455,45241 45242 45236,0,3,blue-ash,"Blue Ash, OH",blue-ash-oh,/commercial-real-estate/OH/blue-ash/,officefinder+simplemaps,647,TRUE,FALSE,3,true,true
Boardman,OH,Mahoning County,41.0334,-80.6671,,44512,0,3,boardman,"Boardman, OH",boardman-oh,/commercial-real-estate/OH/boardman/,officefinder+simplemaps,1973,FALSE,FALSE,3,true,true
Brecksville,OH,Cuyahoga County,41.3079,-81.6192,13692,44141,0,3,brecksville,"Brecksville, OH",brecksville-oh,/commercial-real-estate/OH/brecksville/,officefinder+simplemaps,1713,TRUE,FALSE,3,true,true
Brooklyn Heights,OH,Cuyahoga County,41.418,-81.6681,1501,44131,0,3,brooklyn-heights,"Brooklyn Heights, OH",brooklyn-heights-oh,/commercial-real-estate/OH/brooklyn-heights/,officefinder+simplemaps,1716,TRUE,FALSE,3,true,true
Brunswick,OH,Medina County,41.2465,-81.8198,35246,44212,0,3,brunswick,"Brunswick, OH",brunswick-oh,/commercial-real-estate/OH/brunswick/,officefinder+simplemaps,1717,TRUE,FALSE,3,true,true
Centerville,OH,Montgomery County,39.6339,-84.1449,25205,45459 45458,0,3,centerville,"Centerville, OH",centerville-oh,/commercial-real-estate/OH/centerville/,officefinder+simplemaps,1777,TRUE,FALSE,3,true,true
Chagrin Falls,OH,Cuyahoga County,41.4319,-81.3887,4201,44022,0,3,chagrin-falls,"Chagrin Falls, OH",chagrin-falls-oh,/commercial-real-estate/OH/chagrin-falls/,officefinder+simplemaps,1718,TRUE,FALSE,3,true,true
