code,raw_market,state_abbr,market_name,classification,confidence,reason,parent_city,child_submarket,slug,matched,rofo_city,rofo_slug,rofo_lat,rofo_lng,rofo_path
1968,OH - Avon,OH,Avon,city,medium,default_city,,,avon,false,,,,,
1712,OH - Bedford Heights,OH,Bedford Heights,city,medium,default_city,,,bedford-heights,false,,,,,
1972,OH - Berea,OH,Berea,city,medium,default_city,,,berea,false,,,,,
647,OH - Blue Ash,OH,Blue Ash,city,medium,default_city,,,blue-ash,false,,,,,
1973,OH - Boardman,OH,Boardman,city,medium,default_city,,,boardman,false,,,,,
1713,OH - Brecksville,OH,Brecksville,city,medium,default_city,,,brecksville,false,,,,,
1714,OH - Broadview Height,OH,Broadview Height,city,medium,default_city,,,broadview-height,false,,,,,
1716,OH - Brooklyn Heights,OH,Brooklyn Heights,city,medium,default_city,,,brooklyn-heights,false,,,,,
1717,OH - Brunswick,OH,Brunswick,city,medium,default_city,,,brunswick,false,,,,,
1777,OH - Centerville,OH,Centerville,city,medium,default_city,,,centerville,false,,,,,
1718,OH - Chagrin Falls,OH,Chagrin Falls,city,medium,default_city,,,chagrin-falls,false,,,,,
2083,OH - East Canton,OH,East Canton,city,medium,default_city,,,east-canton,false,,,,,
2564,OH - Eaton,OH,Eaton,city,medium,default_city,,,eaton,false,,,,,
1798,OH - Edgewood,OH,Edgewood,city,medium,default_city,,,edgewood,false,,,,,
71,OH - Elyria,OH,Elyria,city,medium,default_city,,,elyria,false,,,,,
1797,OH - Erlanger,OH,Erlanger,city,medium,default_city,,,erlanger,false,,,,,
1707,OH - Gahanna,OH,Gahanna,city,medium,default_city,,,gahanna,false,,,,,
97,OH - Hamilton,OH,Hamilton,city,medium,default_city,,,hamilton,false,,,,,
1719,OH - Highland Heights,OH,Highland Heights,city,medium,default_city,,,highland-heights,false,,,,,
1789,OH - Kettering,OH,Kettering,city,medium,default_city,,,kettering,false,,,,,
2603,OH - Lancaster,OH,Lancaster,city,medium,default_city,,,lancaster,false,,,,,
1787,OH - Lebanon,OH,Lebanon,city,medium,default_city,,,lebanon,false,,,,,
1786,OH - Liberty Township,OH,Liberty Township,city,medium,default_city,,,liberty-township,false,,,,,
1710,OH - London,OH,London,city,medium,default_city,,,london,false,,,,,
134,OH - Lorain,OH,Lorain,city,medium,default_city,,,lorain,false,,,,,
2604,OH - Marion,OH,Marion,city,medium,default_city,,,marion,false,,,,,
2082,OH - Massillon,OH,Massillon,city,medium,default_city,,,massillon,false,,,,,
1721,OH - Mayfield Heights,OH,Mayfield Heights,city,medium,default_city,,,mayfield-heights,false,,,,,
1784,OH - Miamisburg,OH,Miamisburg,city,medium,default_city,,,miamisburg,false,,,,,
1723,OH - Middleburg Heights,OH,Middleburg Heights,city,medium,default_city,,,middleburg-heights,false,,,,,
2084,OH - North Canton,OH,North Canton,city,medium,default_city,,,north-canton,false,,,,,
1724,OH - North Olmsted,OH,North Olmsted,city,medium,default_city,,,north-olmsted,false,,,,,
1783,OH - Oakwood,OH,Oakwood,city,medium,default_city,,,oakwood,false,,,,,
1725,OH - Parma,OH,Parma,city,medium,default_city,,,parma,false,,,,,
2562,OH - Piqua,OH,Piqua,city,medium,default_city,,,piqua,false,,,,,
549,OH - Polaris,OH,Polaris,city,medium,default_city,,,polaris,false,,,,,
2465,OH - Powell,OH,Powell,city,medium,default_city,,,powell,false,,,,,
1782,OH - Sharonville,OH,Sharonville,city,medium,default_city,,,sharonville,false,,,,,
2563,OH - Sidney,OH,Sidney,city,medium,default_city,,,sidney,false,,,,,
1781,OH - Springboro,OH,Springboro,city,medium,default_city,,,springboro,false,,,,,
1780,OH - Springdale,OH,Springdale,city,medium,default_city,,,springdale,false,,,,,
2275,OH - Springfield,OH,Springfield,city,medium,default_city,,,springfield,false,,,,,
2573,OH - Stowe,OH,Stowe,city,medium,default_city,,,stowe,false,,,,,
2569,OH - Stratford,OH,Stratford,city,medium,default_city,,,stratford,false,,,,,
1727,OH - Strongsville,OH,Strongsville,city,medium,default_city,,,strongsville,false,,,,,
1728,OH - Twinsburg,OH,Twinsburg,city,medium,default_city,,,twinsburg,false,,,,,
1706,OH - Upper Arlington,OH,Upper Arlington,city,medium,default_city,,,upper-arlington,false,,,,,
1732,OH - Valley View,OH,Valley View,city,medium,default_city,,,valley-view,false,,,,,
2568,OH - Vandalia,OH,Vandalia,city,medium,default_city,,,vandalia,false,,,,,
1731,OH - Warrensville Heights,OH,Warrensville Heights,city,medium,default_city,,,warrensville-heights,false,,,,,
1779,OH - Washington Township,OH,Washington Township,city,medium,default_city,,,washington-township,false,,,,,
1729,OH - Willoughby,OH,Willoughby,city,medium,default_city,,,willoughby,false,,,,,
1705,OH - Worthington,OH,Worthington,city,medium,default_city,,,worthington,false,,,,,
1389,OK - Bethany,OK,Bethany,city,medium,default_city,,,bethany,false,,,,,
1617,OK - Bixby,OK,Bixby,city,medium,default_city,,,bixby,false,,,,,
1618,OK - Catoosa,OK,Catoosa,city,medium,default_city,,,catoosa,false,,,,,
1390,OK - Del City,OK,Del City,city,medium,default_city,,,del-city,false,,,,,
1395,OK - Jenks,OK,Jenks,city,medium,default_city,,,jenks,false,,,,,
1392,OK - Midwest City,OK,Midwest City,city,medium,default_city,,,midwest-city,false,,,,,
1393,OK - Moore,OK,Moore,city,medium,default_city,,,moore,false,,,,,
1620,OK - Muskogee,OK,Muskogee,city,medium,default_city,,,muskogee,false,,,,,
1396,OK - Owasso,OK,Owasso,city,medium,default_city,,,owasso,false,,,,,
1621,OK - Sand Springs,OK,Sand Springs,city,medium,default_city,,,sand-springs,false,,,,,
1622,OK - Sapulpa,OK,Sapulpa,city,medium,default_city,,,sapulpa,false,,,,,
1623,OK - Stillwater,OK,Stillwater,city,medium,default_city,,,stillwater,false,,,,,
73,OR - Eugene,OR,Eugene,city,medium,default_city,,,eugene,false,,,,,
624,OR - Hillsboro,OR,Hillsboro,city,medium,default_city,,,hillsboro,false,,,,,
1074,OR - Sylvan,OR,Sylvan,city,medium,default_city,,,sylvan,false,,,,,
1077,OR - Tigard,OR,Tigard,city,medium,default_city,,,tigard,false,,,,,
1073,OR - West Linn,OR,West Linn,city,medium,default_city,,,west-linn,false,,,,,
923,PA - Ardmore,PA,Ardmore,city,medium,default_city,,,ardmore,false,,,,,
2505,PA - Beaver,PA,Beaver,city,medium,default_city,,,beaver,false,,,,,
2506,PA - Carnegie,PA,Carnegie,city,medium,default_city,,,carnegie,false,,,,,
1103,PA - Chester,PA,Chester,city,medium,default_city,,,chester,false,,,,,
2022,PA - Cranberry,PA,Cranberry,city,medium,default_city,,,cranberry,false,,,,,
2499,PA - Emmaus,PA,Emmaus,city,medium,default_city,,,emmaus,false,,,,,
2614,PA - Export,PA,Export,city,medium,default_city,,,export,false,,,,,
2587,PA - Folcroft,PA,Folcroft,city,medium,default_city,,,folcroft,false,,,,,
2268,PA - Green Tree,PA,Green Tree,city,medium,default_city,,,green-tree,false,,,,,
2615,PA - Greensburg,PA,Greensburg,city,medium,default_city,,,greensburg,false,,,,,
2058,PA - Horsham,PA,Horsham,city,medium,default_city,,,horsham,false,,,,,
2507,PA - Kittanning,PA,Kittanning,city,medium,default_city,,,kittanning,false,,,,,
2586,PA - Langhorne,PA,Langhorne,city,medium,default_city,,,langhorne,false,,,,,
2510,PA - Latrobe,PA,Latrobe,city,medium,default_city,,,latrobe,false,,,,,
1106,PA - Main Line,PA,Main Line,city,medium,default_city,,,main-line,false,,,,,
365,PA - Malvern,PA,Malvern,city,medium,default_city,,,malvern,false,,,,,
2512,PA - McKees Rocks,PA,McKees Rocks,city,medium,default_city,,,mckees-rocks,false,,,,,
2511,PA - Mt Pleasant,PA,Mt Pleasant,city,medium,default_city,,,mt-pleasant,false,,,,,
2126,PA - Paoli,PA,Paoli,city,medium,default_city,,,paoli,false,,,,,
1559,PA - Plymouth Meeting,PA,Plymouth Meeting,city,medium,default_city,,,plymouth-meeting,false,,,,,
2559,PA - Quakertown,PA,Quakertown,city,medium,default_city,,,quakertown,false,,,,,
2626,PA - Southampton,PA,Southampton,city,medium,default_city,,,southampton,false,,,,,
2509,PA - Turtle Creek,PA,Turtle Creek,city,medium,default_city,,,turtle-creek,false,,,,,
2592,PA - Warminster,PA,Warminster,city,medium,default_city,,,warminster,false,,,,,
2593,PA - Weissport,PA,Weissport,city,medium,default_city,,,weissport,false,,,,,
1104,PA - West Chester,PA,West Chester,city,medium,default_city,,,west-chester,false,,,,,
2504,PA - West Mifflin,PA,West Mifflin,city,medium,default_city,,,west-mifflin,false,,,,,
2508,PA - Wexford,PA,Wexford,city,medium,default_city,,,wexford,false,,,,,
2057,PA - Willow Grove,PA,Willow Grove,city,medium,default_city,,,willow-grove,false,,,,,
480,PR - Puerto Rico,PR,Puerto Rico,city,medium,default_city,,,puerto-rico,false,,,,,
2109,RI - Pawtucket,RI,Pawtucket,city,medium,default_city,,,pawtucket,false,,,,,
2177,SC - Augusta,SC,Augusta,city,medium,default_city,,,augusta,false,,,,,
2003,SC - Mt Pleasant,SC,Mt Pleasant,city,medium,default_city,,,mt-pleasant,false,,,,,
2092,TN - Bartlett,TN,Bartlett,city,medium,default_city,,,bartlett,false,,,,,
2012,TN - Cool Springs,TN,Cool Springs,city,medium,default_city,,,cool-springs,false,,,,,
2093,TN - Cordova,TN,Cordova,city,medium,default_city,,,cordova,false,,,,,
2646,TN - Dover,TN,Dover,city,medium,default_city,,,dover,false,,,,,
2094,TN - Germantown,TN,Germantown,city,medium,default_city,,,germantown,false,,,,,
2597,TN - Hendersonville,TN,Hendersonville,city,medium,default_city,,,hendersonville,false,,,,,
2649,TN - Joelton,TN,Joelton,city,medium,default_city,,,joelton,false,,,,,
2591,TN - Madison,TN,Madison,city,medium,default_city,,,madison,false,,,,,
2647,TN - Pleasant View,TN,Pleasant View,city,medium,default_city,,,pleasant-view,false,,,,,
2248,TX - Bedford,TX,Bedford,city,medium,default_city,,,bedford,false,,,,,
2289,TX - Bee Cave,TX,Bee Cave,city,medium,default_city,,,bee-cave,false,,,,,
2249,TX - Coppell,TX,Coppell,city,medium,default_city,,,coppell,false,,,,,
2250,TX - Farmers Branch,TX,Farmers Branch,city,medium,default_city,,,farmers-branch,false,,,,,
2485,TX - Freeport,TX,Freeport,city,medium,default_city,,,freeport,false,,,,,
88,TX - Galveston,TX,Galveston,city,medium,default_city,,,galveston,false,,,,,
2180,TX - Houston Energy Corridor,TX,Houston Energy Corridor,city,medium,default_city,,,houston-energy-corridor,false,,,,,
2255,TX - Hurst,TX,Hurst,city,medium,default_city,,,hurst,false,,,,,
2066,TX - Lakeway,TX,Lakeway,city,medium,default_city,,,lakeway,false,,,,,
652,TX - Las Colinas,TX,Las Colinas,city,medium,default_city,,,las-colinas,false,,,,,
1122,TX - Mid-Cities,TX,Mid-Cities,submarket,high,city_submarket_pattern,Mid,Cities,mid-cities,false,,,,,
1413,TX - Shavano Park,TX,Shavano Park,city,medium,default_city,,,shavano-park,false,,,,,
1220,TX - Stafford,TX,Stafford,city,medium,default_city,,,stafford,false,,,,,
1412,TX - Temple,TX,Temple,city,medium,default_city,,,temple,false,,,,,
1118,TX - The Colony,TX,The Colony,city,medium,default_city,,,the-colony,false,,,,,
2252,TX - Westlake,TX,Westlake,city,medium,default_city,,,westlake,false,,,,,
1938,UT - American Fork,UT,American Fork,city,medium,default_city,,,american-fork,false,,,,,
1939,UT - Bountiful,UT,Bountiful,city,medium,default_city,,,bountiful,false,,,,,
1941,UT - Cottonwood Heights,UT,Cottonwood Heights,city,medium,default_city,,,cottonwood-heights,false,,,,,
1944,UT - Holladay,UT,Holladay,city,medium,default_city,,,holladay,false,,,,,
1946,UT - Kaysville,UT,Kaysville,city,medium,default_city,,,kaysville,false,,,,,
1948,UT - Layton,UT,Layton,city,medium,default_city,,,layton,false,,,,,
1951,UT - Lindon,UT,Lindon,city,medium,default_city,,,lindon,false,,,,,
1955,UT - Murray,UT,Murray,city,medium,default_city,,,murray,false,,,,,
1957,UT - North Salt Lake,UT,North Salt Lake,city,medium,default_city,,,north-salt-lake,false,,,,,
1959,UT - Orem,UT,Orem,city,medium,default_city,,,orem,false,,,,,
197,UT - Park City,UT,Park City,city,medium,default_city,,,park-city,false,,,,,
1961,UT - Pleasant Grove,UT,Pleasant Grove,city,medium,default_city,,,pleasant-grove,false,,,,,
1963,UT - Riverton,UT,Riverton,city,medium,default_city,,,riverton,false,,,,,
2456,UT - West Jordan,UT,West Jordan,city,medium,default_city,,,west-jordan,false,,,,,
2455,UT - West Valley City,UT,West Valley City,city,medium,default_city,,,west-valley-city,false,,,,,
9,VA - Annandale,VA,Annandale,city,medium,default_city,,,annandale,false,,,,,
1840,VA - Ashland,VA,Ashland,city,medium,default_city,,,ashland,false,,,,,
966,VA - Ballston,VA,Ballston,city,medium,default_city,,,ballston,false,,,,,
1452,VA - Burke,VA,Burke,city,medium,default_city,,,burke,false,,,,,
1457,VA - Centreville,VA,Centreville,city,medium,default_city,,,centreville,false,,,,,
1841,VA - Chester,VA,Chester,city,medium,default_city,,,chester,false,,,,,
967,VA - Clarendon,VA,Clarendon,city,medium,default_city,,,clarendon,false,,,,,
2598,VA - Colonial Heights,VA,Colonial Heights,city,medium,default_city,,,colonial-heights,false,,,,,
964,VA - Crystal City,VA,Crystal City,city,medium,default_city,,,crystal-city,false,,,,,
406,VA - Dulles Corner,VA,Dulles Corner,city,medium,default_city,,,dulles-corner,false,,,,,
1437,VA - Dumfries,VA,Dumfries,city,medium,default_city,,,dumfries,false,,,,,
600,VA - Gainesville,VA,Gainesville,city,medium,default_city,,,gainesville,false,,,,,
1842,VA - Henrico,VA,Henrico,city,medium,default_city,,,henrico,false,,,,,
1451,VA - Huntington,VA,Huntington,city,medium,default_city,,,huntington,false,,,,,
1440,VA - I-395 Corridor,VA,I-395 Corridor,submarket,high,city_submarket_pattern,I,395 Corridor,i-395-corridor,false,,,,,
2374,VA - Kingstowne,VA,Kingstowne,city,medium,default_city,,,kingstowne,false,,,,,
1435,VA - Leesburg,VA,Leesburg,city,medium,default_city,,,leesburg,false,,,,,
2129,VA - Lorton,VA,Lorton,city,medium,default_city,,,lorton,false,,,,,
1843,VA - Mechanicsville,VA,Mechanicsville,city,medium,default_city,,,mechanicsville,false,,,,,
1450,VA - Merrifield,VA,Merrifield,city,medium,default_city,,,merrifield,false,,,,,
2387,VA - Mt Vernon,VA,Mt Vernon,city,medium,default_city,,,mt-vernon,false,,,,,
1849,VA - Oakton,VA,Oakton,city,medium,default_city,,,oakton,false,,,,,
2599,VA - Oilville,VA,Oilville,city,medium,default_city,,,oilville,false,,,,,
1455,VA - Quantico,VA,Quantico,city,medium,default_city,,,quantico,false,,,,,
1845,VA - Rockville,VA,Rockville,city,medium,default_city,,,rockville,false,,,,,
965,VA - Rosslyn,VA,Rosslyn,city,medium,default_city,,,rosslyn,false,,,,,
1846,VA - Salem,VA,Salem,city,medium,default_city,,,salem,false,,,,,
766,VA - Springfield,VA,Springfield,city,medium,default_city,,,springfield,false,,,,,
2271,VA - Tuckahoe,VA,Tuckahoe,city,medium,default_city,,,tuckahoe,false,,,,,
268,VA - Tysons Corner,VA,Tysons Corner,city,medium,default_city,,,tysons-corner,false,,,,,
2127,VA - West Loudoun,VA,West Loudoun,city,medium,default_city,,,west-loudoun,false,,,,,
523,WA - Auburn,WA,Auburn,city,medium,default_city,,,auburn,false,,,,,
1314,WA - Ballard,WA,Ballard,city,medium,default_city,,,ballard,false,,,,,
1800,WA - Battle Ground,WA,Battle Ground,city,medium,default_city,,,battle-ground,false,,,,,
1538,WA - Bonney Lake,WA,Bonney Lake,city,medium,default_city,,,bonney-lake,false,,,,,
68,WA - Edmonds,WA,Edmonds,city,medium,default_city,,,edmonds,false,,,,,
79,WA - Federal Way,WA,Federal Way,city,medium,default_city,,,federal-way,false,,,,,
1539,WA - Fife,WA,Fife,city,medium,default_city,,,fife,false,,,,,
109,WA - Issaquah,WA,Issaquah,city,medium,default_city,,,issaquah,false,,,,,
1308,WA - Kenmore,WA,Kenmore,city,medium,default_city,,,kenmore,false,,,,,
118,WA - Kent,WA,Kent,city,medium,default_city,,,kent,false,,,,,
1540,WA - Lakewood,WA,Lakewood,city,medium,default_city,,,lakewood,false,,,,,
1094,WA - Mercer Island,WA,Mercer Island,city,medium,default_city,,,mercer-island,false,,,,,
473,WA - Redmond,WA,Redmond,city,medium,default_city,,,redmond,false,,,,,
333,WA - Sammamish,WA,Sammamish,city,medium,default_city,,,sammamish,false,,,,,
2050,WA - SeaTac,WA,SeaTac,city,medium,default_city,,,seatac,false,,,,,
2638,WA - Snoqualmie,WA,Snoqualmie,city,medium,default_city,,,snoqualmie,false,,,,,
2257,WA - Spokane Valley,WA,Spokane Valley,city,medium,default_city,,,spokane-valley,false,,,,,
516,WA - Tukwila,WA,Tukwila,city,medium,default_city,,,tukwila,false,,,,,
1544,WA - Tumwater,WA,Tumwater,city,medium,default_city,,,tumwater,false,,,,,
1543,WA - University Place,WA,University Place,city,medium,default_city,,,university-place,false,,,,,
1315,WA - West Seattle,WA,West Seattle,city,medium,default_city,,,west-seattle,false,,,,,
1306,WA - Yarrow Point,WA,Yarrow Point,city,medium,default_city,,,yarrow-point,false,,,,,
1509,WI - Beaver Dam,WI,Beaver Dam,city,medium,default_city,,,beaver-dam,false,,,,,
2545,WI - Belleville,WI,Belleville,city,medium,default_city,,,belleville,false,,,,,
1510,WI - Brown Deer,WI,Brown Deer,city,medium,default_city,,,brown-deer,false,,,,,
2322,WI - Burke,WI,Burke,city,medium,default_city,,,burke,false,,,,,
1511,WI - Burlington,WI,Burlington,city,medium,default_city,,,burlington,false,,,,,
1512,WI - Butler,WI,Butler,city,medium,default_city,,,butler,false,,,,,
1513,WI - Cedarburg,WI,Cedarburg,city,medium,default_city,,,cedarburg,false,,,,,
1514,WI - Cottage Grove,WI,Cottage Grove,city,medium,default_city,,,cottage-grove,false,,,,,
2542,WI - Cross Plains,WI,Cross Plains,city,medium,default_city,,,cross-plains,false,,,,,
1515,WI - Cudahy,WI,Cudahy,city,medium,default_city,,,cudahy,false,,,,,
1516,WI - DeForest,WI,DeForest,city,medium,default_city,,,deforest,false,,,,,
1518,WI - Delavan,WI,Delavan,city,medium,default_city,,,delavan,false,,,,,
1519,WI - Elkhorn,WI,Elkhorn,city,medium,default_city,,,elkhorn,false,,,,,
1520,WI - Elm Grove,WI,Elm Grove,city,medium,default_city,,,elm-grove,false,,,,,
2320,WI - Fitchburg,WI,Fitchburg,city,medium,default_city,,,fitchburg,false,,,,,
1521,WI - Fort Atkinson,WI,Fort Atkinson,city,medium,default_city,,,fort-atkinson,false,,,,,
2215,WI - Fox Cities,WI,Fox Cities,city,medium,default_city,,,fox-cities,false,,,,,
1522,WI - Franklin,WI,Franklin,city,medium,default_city,,,franklin,false,,,,,
1523,WI - Franksville,WI,Franksville,city,medium,default_city,,,franksville,false,,,,,
1525,WI - Glendale,WI,Glendale,city,medium,default_city,,,glendale,false,,,,,
1526,WI - Grafton,WI,Grafton,city,medium,default_city,,,grafton,false,,,,,
1978,WI - Grand Chute,WI,Grand Chute,city,medium,default_city,,,grand-chute,false,,,,,
1527,WI - Greenfield,WI,Greenfield,city,medium,default_city,,,greenfield,false,,,,,
1528,WI - Hales Corners,WI,Hales Corners,city,medium,default_city,,,hales-corners,false,,,,,
1529,WI - Hartford,WI,Hartford,city,medium,default_city,,,hartford,false,,,,,
1530,WI - Hartland,WI,Hartland,city,medium,default_city,,,hartland,false,,,,,
1531,WI - Ixonia,WI,Ixonia,city,medium,default_city,,,ixonia,false,,,,,
1533,WI - Jefferson,WI,Jefferson,city,medium,default_city,,,jefferson,false,,,,,
2214,WI - Kaukauna,WI,Kaukauna,city,medium,default_city,,,kaukauna,false,,,,,
2552,WI - Lake Mills,WI,Lake Mills,city,medium,default_city,,,lake-mills,false,,,,,
606,WI - Mayfair,WI,Mayfair,city,medium,default_city,,,mayfair,false,,,,,
2553,WI - McFarland,WI,McFarland,city,medium,default_city,,,mcfarland,false,,,,,
2133,WI - Mequon,WI,Mequon,city,medium,default_city,,,mequon,false,,,,,
2319,WI - Monona,WI,Monona,city,medium,default_city,,,monona,false,,,,,
2131,WI - Oconomowoc,WI,Oconomowoc,city,medium,default_city,,,oconomowoc,false,,,,,
2544,WI - Stoughton,WI,Stoughton,city,medium,default_city,,,stoughton,false,,,,,
2321,WI - Sun Prarie,WI,Sun Prarie,city,medium,default_city,,,sun-prarie,false,,,,,
2132,WI - Waukesha,WI,Waukesha,city,medium,default_city,,,waukesha,false,,,,,
2260,WI - Wauwatosa,WI,Wauwatosa,city,medium,default_city,,,wauwatosa,false,,,,,
2259,WI - West Allis,WI,West Allis,city,medium,default_city,,,west-allis,false,,,,,
2134,WI - West Bend,WI,West Bend,city,medium,default_city,,,west-bend,false,,,,,
